Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Type,Outlet_Size,Outlet_Location_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
FDX19,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,19.1,0.096715523,235.0958,2004,3038.0454
FDD40,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,20.25,0.014790559,193.6162,2004,3848.324
FDA01,Regular,Canned,OUT046,Supermarket Type1,Small,Tier 1,15,0.054378253,59.1904,1997,527.3136
FDS33,Regular,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,6.67,0.123428594,89.1514,1997,2390.8878
FDM50,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.029943463,60.222,1985,1677.816
FDB29,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,16.7,0.052368061,112.7176,1987,801.6232
FDY31,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.043351896,146.6418,1985,4414.254
DRQ35,Low Fat,Hard Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.042086652,122.4388,1985,5448.9072
FDX36,Regular,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,9.695,0.12848269,223.9404,1999,4950.8888
FDB45,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,20.85,0.021362955,103.2306,1999,2404.2038
FDV51,Low Fat,Meat,OUT013,Supermarket Type1,High,Tier 3,16.35,0.032511818,165.0842,1987,994.7052
NCW17,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.019292355,129.9994,1985,3340.9844
DRH39,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,20.7,0.09261307,76.367,1987,306.268
FDN60,Low Fat,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.094697274,158.4604,1985,4278.4308
FDN58,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.056596985,230.9984,1985,9267.936
FDC41,Low Fat,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.2047,76.867,1985,229.701
FDO01,Regular,Breakfast,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.020618324,129.3994,1985,2055.9904
NCO43,Low Fat,Others,OUT046,Supermarket Type1,Small,Tier 1,5.5,0.04709821,101.3016,1997,3339.6528
FDY49,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.011953902,164.5184,1985,2807.0128
FDR24,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,17.35,0.062799379,88.183,1987,539.298
NCY18,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,7.285,0.031125709,174.3054,1987,4377.635
FDJ22,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.09246392,190.9504,1985,383.5008
DRI37,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,15.85,0.107765165,59.5904,1999,703.0848
FDL27,Low Fat,Meat,OUT049,Supermarket Type1,Medium,Tier 1,6.17,0.010647477,66.3826,1999,1937.478
NCO30,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,19.5,0.015749341,182.2608,1999,3307.6944
NCB07,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,19.2,0.077628053,197.611,1999,3142.576
FDX25,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,16.7,0,181.2292,2009,2554.0088
FDP59,Regular,Breads,OUT018,Supermarket Type2,Medium,Tier 3,20.85,0.056695731,104.0648,2009,1869.5664
FDT27,Regular,Meat,OUT013,Supermarket Type1,High,Tier 3,11.395,0.069529262,233.1616,1987,6093.4016
DRI01,Low Fat,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,7.97,0.034452949,174.0422,1997,2586.633
FDU09,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,7.71,0.06670068,55.2956,1999,1255.6988
FDH26,Regular,Canned,OUT046,Supermarket Type1,Small,Tier 1,19.25,0.034699737,141.7496,1997,4093.3384
FDH27,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,7.075,0.058346939,142.2128,1997,3163.8816
FDN39,Regular,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.065203103,166.0816,1985,5033.448
FDH40,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,11.6,0.078929571,79.9276,1997,1137.1864
FDJ56,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.182514881,98.77,1985,2696.49
DRN47,Low Fat,Hard Drinks,OUT018,Supermarket Type2,Medium,Tier 3,12.1,0.016895293,178.566,2009,898.83
NCO17,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,10,0.073379745,118.244,1997,2756.412
FDT22,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,10.395,0.112271498,58.222,1999,659.142
FDX26,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.153741385,182.6292,1985,182.4292
FDG45,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,8.1,0.127929521,211.4902,1987,3610.6334
FDD44,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,8.05,0.07838564,256.4646,2004,5153.292
FDL51,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,20.7,0.047684831,212.5876,2009,1286.3256
FDZ07,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,60.2194,1985,1733.7432
NCW53,Low Fat,Health and Hygiene,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.053392944,193.8162,1985,384.8324
FDX09,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,9,0.065236932,176.437,2004,7763.228
FDO51,Regular,Meat,OUT013,Supermarket Type1,High,Tier 3,6.785,0.041947547,41.2112,1987,809.6128
FDW49,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,19.5,0.082888496,178.6002,2009,1253.7014
FDB27,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,7.575,0.055390121,195.2768,1997,5715.2272
FDF45,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,18.2,0.012194556,57.7904,1987,1464.76
FDV02,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,16.75,0.060495243,169.8106,1987,3251.1014
FDY28,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,7.47,0,214.3218,2004,4274.436
FDX31,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.014753811,231.7958,1985,5375.0034
FDR43,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.160707489,38.019,1985,1318.284
FDP51,Regular,Meat,OUT018,Supermarket Type2,Medium,Tier 3,13.85,0.085622362,119.4124,2009,2251.7356
FDR44,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,6.11,0.102920886,130.4968,1997,3523.4136
FDB34,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,15.25,0.026604781,86.2198,2004,610.5386
FDC50,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,15.85,0,96.4094,2004,1237.7222
FDP22,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,52.6666,1985,717.7324
DRE49,LF,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,20.75,0.021250002,150.5024,1997,2580.6408
FDM40,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,10.195,0.159936948,143.2154,1997,2552.6772
FDW07,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,18,0.142688846,88.5514,1997,796.9626
FDU02,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.179484411,228.9352,1985,916.1408
FDQ56,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,6.59,0.105761491,84.8908,1999,1677.816
FDN58,reg,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,13.8,0.056960814,230.0984,1999,3707.1744
FDG35,Regular,Starchy Foods,OUT046,Supermarket Type1,Small,Tier 1,21.2,0.00704098,173.5738,1997,2954.1546
FDY34,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,10.5,0.011026594,166.4842,2009,2652.5472
NCK31,Low Fat,Others,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.026916794,50.9666,1985,717.7324
FDT59,Low Fat,Breads,OUT035,Supermarket Type1,Small,Tier 2,13.65,0.015908424,231.1668,2004,6911.004
NCX41,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,19,0.017719277,211.0244,1997,3811.0392
FDU45,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.035334201,115.3518,1985,2277.036
FDW24,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.065652494,48.9034,1985,48.6034
FDF22,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,6.865,0.056919038,212.8218,1999,5770.4886
FDM60,Regular,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,10.8,0.048143292,40.2138,1997,690.4346
FDR02,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,16.7,0.022047313,110.2886,1987,1890.2062
DRP35,Low Fat,Hard Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.090427268,126.2336,1985,3195.84
FDS48,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,15.15,0.027779254,150.1708,1997,1504.708
FDZ38,Low Fat,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,17.6,0.008033611,174.2422,2009,4311.055
FDH19,Low Fat,Meat,OUT046,Supermarket Type1,Small,Tier 1,19.35,0.033088472,175.4738,1997,521.3214
NCB55,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,15.7,0.160663021,59.4562,1997,829.5868
FDF11,Regular,Starchy Foods,OUT035,Supermarket Type1,Small,Tier 2,10.195,0.017627888,239.6538,2004,2403.538
FDW35,low fat,Breads,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.0194158,41.6454,1985,83.8908
FDW43,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,20.1,0.022460102,226.8036,1999,3415.554
FDA27,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,20.35,0,256.7672,2009,5624.6784
NCU41,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,18.85,0.05213575,190.1846,1999,6687.961
FDY56,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,16.35,0.062508438,227.1062,1999,5642.655
FDV39,Low Fat,Meat,OUT018,Supermarket Type2,Medium,Tier 3,11.3,0.007309544,196.2426,2009,4943.565
FDN32,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,17.5,0.015623754,182.6266,2009,3135.2522
FDW23,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.143592939,37.3164,1985,38.6164
FDU01,Regular,Canned,OUT046,Supermarket Type1,Small,Tier 1,20.25,0.011995271,184.5924,1997,4997.4948
FDF10,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,15.5,0.15717236,149.1418,1999,588.5672
DRH03,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.061393095,91.812,1985,372.848
FDW27,Regular,Meat,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.264124669,155.7314,1985,155.1314
DRI13,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,15.35,0.020310046,218.0508,1987,3038.7112
NCR05,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,10.1,0.054630834,200.2084,1997,1587.2672
FDL51,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,20.7,0.047565208,213.4876,1999,1929.4884
FDB11,LF,Starchy Foods,OUT013,Supermarket Type1,High,Tier 3,16,0.060797393,223.8404,1987,3600.6464
FDI35,Low Fat,Starchy Foods,OUT046,Supermarket Type1,Small,Tier 1,14,0.041291169,180.7634,1997,2181.1608
FDX08,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,12.85,0.022604051,181.4318,1997,3428.2042
NCJ18,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,12.35,0.164196823,120.5124,1999,2133.2232
FDJ41,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,6.85,0.022976497,261.6594,2009,3401.5722
FDU08,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,10.3,0.027310252,101.0042,2004,1289.6546
FDS09,Regular,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.141975462,49.6008,1985,50.6008
DRH15,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,8.775,0,45.9428,1987,790.9704
NCO54,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.014205168,56.7614,1985,2486.763
FDE24,Low Fat,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,14.85,0.09344495,141.0812,2004,1139.8496
FDH53,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,20.5,0.019199733,84.3592,1997,1816.3024
FDZ13,Regular,Canned,OUT018,Supermarket Type2,Medium,Tier 3,7.84,0.154120252,51.935,2009,199.74
FDU46,Regular,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,10.3,0.011117041,85.854,1987,2683.174
NCE43,LF,Household,OUT035,Supermarket Type1,Small,Tier 2,12.5,0.103422709,169.9448,2004,2897.5616
FDS26,Low Fat,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.089035961,260.5594,1985,9158.079
FDB14,Regular,Canned,OUT046,Supermarket Type1,Small,Tier 1,20.25,0.102723919,93.212,1997,1957.452
DRB48,Regular,Soft Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.024733134,40.2822,1985,1296.3126
NCC42,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,15,0.044871033,140.3838,1987,2528.7084
FDQ20,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,8.325,0.029760052,38.7138,1987,284.2966
FDZ15,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,13.1,0.020870744,117.3782,1997,1787.673
DRI51,Low Fat,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,17.25,0.042413704,173.1764,2009,4466.1864
FDO28,Low Fat,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,5.765,0.072284689,119.9098,2004,2048.6666
NCS54,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,13.6,0.009984847,175.437,1987,1940.807
FDR52,Regular,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,12.65,0.076354362,192.1846,2009,1146.5076
FDU56,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,184.7266,1985,8114.7704
FDT09,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,15.15,0.012282366,132.5284,1999,1713.7692
FDU25,Low Fat,Canned,OUT046,Supermarket Type1,Small,Tier 1,12.35,0.026681262,56.4246,1997,810.9444
FDK41,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,14.3,0.127541722,84.9224,1997,1193.1136
NCT54,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,8.695,0.119513002,93.4094,2004,856.8846
FDQ45,Regular,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,9.5,0.010907967,182.3608,1987,2940.1728
DRK59,LF,Hard Drinks,OUT035,Supermarket Type1,Small,Tier 2,8.895,0.07543556,235.8616,2004,3046.7008
FDW28,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,18.25,0,196.8452,1997,3327.6684
FDR21,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,19.7,0.066922802,174.837,2004,2999.429
FDN48,Low Fat,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.064636203,90.0804,1985,2113.2492
FDX14,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.13121032,74.0354,1985,75.2354
FDH57,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,10.895,0.035747522,133.6284,1997,1581.9408
FDH28,reg,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.192650072,37.4506,1985,37.9506
NCT41,Low Fat,Health and Hygiene,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.098031771,151.3024,1985,151.8024
FDO11,Regular,Breads,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.030118338,248.8092,1985,3486.1288
FDP32,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,6.65,0.087652908,128.8678,2004,1398.8458
FDV57,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,15.25,0.065999008,177.966,1999,2336.958
FDW28,low fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,18.25,0.088750333,196.5452,1987,2348.9424
FDR56,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.100277876,196.8768,1985,7094.7648
FDA40,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,16,0.099252438,87.4856,2004,1054.6272
FDE16,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,8.895,0.026384672,208.9954,1999,4584.6988
FDE53,LF,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.026749991,106.928,1985,2876.256
FDK24,Low Fat,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,9.195,0,43.6744,2009,407.4696
FDW31,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,11.35,0.043333912,201.0742,2009,2189.8162
NCM07,Low Fat,Others,OUT035,Supermarket Type1,Small,Tier 2,9.395,0.039954281,82.4908,2004,2013.3792
DRN36,Low Fat,Soft Drinks,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.087854925,95.9752,1985,95.8752
FDK28,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,5.695,0.065857092,258.5646,2009,4380.2982
FDL48,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,19.35,0.082197959,49.2034,1987,729.051
DRD37,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,9.8,0.013898123,46.506,2009,372.848
FDZ47,Regular,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.078912473,99.9042,1985,3273.7386
NCJ54,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.059776237,231.7642,1985,5344.3766
FDL52,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,6.635,0,39.7506,1987,303.6048
FDD08,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,8.3,0.03532494,38.9506,1987,721.0614
FDY56,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,16.35,0.062411404,225.9062,1997,5416.9488
NCI29,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,8.6,0.032754431,140.5154,2009,283.6308
NCE06,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.160178832,160.2894,1985,323.5788
FDN16,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,12.6,0.062648111,104.899,1987,1960.781
FDC15,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,18.1,0.17824575,158.1288,1999,3299.7048
FDK44,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,16.6,0,173.3738,1997,2085.2856
FDA16,Low Fat,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,6.695,0.033935576,221.9456,2004,2210.456
FDO19,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.016516275,47.4034,1985,2187.153
FDO04,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,16.6,0.026537206,57.2614,1997,1049.9666
NCL19,Low Fat,Others,OUT035,Supermarket Type1,Small,Tier 2,15.35,0.015673267,145.047,2004,2719.793
FDV37,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.083109455,195.8426,1985,5734.5354
FDG53,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,10,0.045818773,138.718,1987,1398.18
DRG01,Low Fat,Soft Drinks,OUT035,Supermarket Type1,Small,Tier 2,14.8,0.044869794,76.467,2004,1531.34
FDB38,Regular,Canned,OUT019,Grocery Store,Small,Tier 1,12.85764518,0,160.692,1985,319.584
FDI27,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,8.71,0.04605781,43.8744,1999,633.8416
FDW44,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,9.5,0.035205866,171.3448,1999,2386.2272
FDU21,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,11.8,0.076705948,34.7558,2004,780.9834
FDI14,LF,Canned,OUT046,Supermarket Type1,Small,Tier 1,14.1,0.089677773,139.8496,1997,1693.7952
FDW50,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.132327406,168.4158,1985,334.2316
FDN39,Regular,Meat,OUT046,Supermarket Type1,Small,Tier 1,19.35,0.065520388,168.3816,1997,1342.2528
NCQ43,Low Fat,Others,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.110762642,108.5912,1985,1637.868
FDZ22,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.045050674,84.925,1985,1747.725
DRH13,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,8.575,0.023983258,106.328,2009,958.752
FDJ20,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,20.7,0.100330684,123.4388,1999,1238.388
FDE22,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.051778173,157.892,1985,319.584
FDX22,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,6.785,0.022970468,211.0928,2004,4418.2488
DRM11,Low Fat,Hard Drinks,OUT013,Supermarket Type1,High,Tier 3,6.57,0.066014596,259.7278,1987,2863.6058
FDL25,Regular,Breakfast,OUT049,Supermarket Type1,Medium,Tier 1,6.92,0.131128467,93.1804,1999,1561.9668
FDD40,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,20.25,0.014816356,194.1162,1999,3848.324
NCM41,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,16.5,0.035801238,92.612,2009,559.272
FDC53,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,8.68,0.008871687,99.7384,2009,295.6152
DRK35,Low Fat,Hard Drinks,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.125793938,36.2506,1985,37.9506
FDQ09,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,7.235,0.058369013,115.2834,2009,1267.0174
DRB48,Regular,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,16.75,0,39.3822,1997,353.5398
DRE25,Low Fat,Soft Drinks,OUT035,Supermarket Type1,Small,Tier 2,15.35,0.073269336,92.112,2004,1118.544
FDL08,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,10.8,0.049677651,245.9144,1987,4655.2736
NCV42,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,6.26,0.031470832,110.2228,1999,1547.3192
FDW03,Regular,Meat,OUT049,Supermarket Type1,Medium,Tier 1,5.63,0.024579432,105.3306,1999,1045.306
FDC17,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,12.15,0.015523707,212.0928,2009,2735.1064
FDE34,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,9.195,0.107891398,182.7634,1997,3817.0314
FDP10,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,19,0.128065918,104.3622,2004,1905.5196
NCK19,Low Fat,Others,OUT013,Supermarket Type1,High,Tier 3,9.8,0.090390357,192.1478,1987,2324.9736
FDO44,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.087029712,109.2228,1985,3205.1612
NCU41,LF,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,18.85,0.052054819,189.1846,1997,2101.9306
NCH30,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,17.1,0.067141355,114.586,2004,2942.836
FDR36,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,6.715,0.121485195,40.2454,1987,587.2356
NCJ30,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,5.82,0.080640478,167.779,1997,2886.243
FDU04,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,7.93,0,123.2414,2009,487.3656
FDL46,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.053795154,117.7466,1985,1414.1592
DRK37,Low Fat,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,5,0.044004675,188.853,1997,5502.837
FDK48,low fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,7.445,0,76.8354,1997,2181.8266
FDV58,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,20.85,0.121250374,193.9452,1997,1565.9616
FDN27,Low Fat,Meat,OUT018,Supermarket Type2,Medium,Tier 3,20.85,0,115.1808,2009,1054.6272
