GPA,Core_Subject_Score,Academic_Consistency,Research_Participation,Programming_Skill,Domain_Knowledge,Tool_Proficiency,Certification_Count,Internship_Count,Internship_Duration,Industry_Relevance,Project_Experience,Communication_Skill,Teamwork_Ability,Leadership_Potential,Adaptability,Learning_Motivation,Career_Clarity,Market_Awareness,Higher_Study_Interest,Target_Industry_Code,Workshop_Participation,Online_Course_Hours,Networking_Activity,Learning_Path_Generation_Time,Employment_Competitiveness_Score
8.52,85.0,1.49,0.0,65.0,94.0,48.0,0.0,0.0,2.6,0.8,1.0,82.0,88.0,49.0,65.0,96.0,88.0,91.0,0.0,6.0,0.0,214.5,26.0,2.01,50.43
8.28,70.0,1.31,0.0,52.0,60.0,37.0,3.0,3.0,5.2,0.52,2.0,84.0,95.0,67.0,79.0,66.0,40.0,84.0,1.0,4.0,11.0,217.7,76.0,3.13,46.74
7.11,84.0,,1.0,,69.0,67.0,2.0,1.0,5.6,0.57,6.0,97.0,66.0,87.0,95.0,63.0,49.0,83.0,0.0,3.0,10.0,5.0,21.0,1.88,
6.01,70.0,1.69,0.0,54.0,56.0,67.0,1.0,2.0,9.4,0.85,3.0,41.0,72.0,45.0,78.0,74.0,84.0,55.0,1.0,7.0,10.0,13.9,,3.34,
8.52,66.0,0.52,0.0,83.0,51.0,82.0,0.0,1.0,11.9,0.81,4.0,53.0,86.0,80.0,58.0,97.0,65.0,70.0,1.0,5.0,1.0,229.6,24.0,9.68,51.36
7.84,71.0,1.43,0.0,66.0,83.0,60.0,4.0,3.0,6.9,0.13,4.0,77.0,82.0,56.0,,76.0,43.0,92.0,0.0,2.0,,30.7,97.0,2.02,
8.98,70.0,2.43,1.0,65.0,61.0,73.0,1.0,4.0,13.0,0.71,7.0,79.0,53.0,80.0,54.0,57.0,87.0,97.0,0.0,7.0,2.0,155.2,55.0,11.93,55.93
7.84,66.0,1.54,,72.0,89.0,89.0,5.0,1.0,6.1,0.44,0.0,,78.0,45.0,71.0,66.0,67.0,50.0,1.0,1.0,7.0,154.9,87.0,4.26,
9.33,62.0,1.86,0.0,54.0,55.0,46.0,1.0,4.0,5.2,0.29,6.0,55.0,80.0,89.0,88.0,54.0,30.0,40.0,1.0,5.0,4.0,217.4,96.0,11.1,33.48
7.98,74.0,1.12,1.0,75.0,50.0,68.0,3.0,1.0,9.7,0.05,7.0,92.0,53.0,69.0,60.0,61.0,94.0,86.0,0.0,2.0,2.0,143.2,76.0,2.69,51.74
8.02,57.0,2.05,0.0,84.0,67.0,71.0,0.0,4.0,0.4,0.49,7.0,68.0,59.0,96.0,,87.0,30.0,36.0,0.0,5.0,11.0,108.5,39.0,2.66,
9.44,70.0,2.05,1.0,94.0,71.0,77.0,3.0,1.0,1.4,0.36,1.0,83.0,89.0,31.0,45.0,67.0,89.0,52.0,0.0,7.0,9.0,243.6,24.0,7.0,46.52
7.32,84.0,1.54,0.0,66.0,90.0,41.0,3.0,4.0,7.5,0.25,0.0,50.0,64.0,77.0,66.0,75.0,54.0,69.0,1.0,1.0,6.0,57.2,43.0,1.08,41.53
6.1,77.0,2.45,0.0,96.0,50.0,47.0,2.0,2.0,17.0,0.69,5.0,45.0,52.0,81.0,62.0,80.0,39.0,73.0,0.0,5.0,7.0,65.7,49.0,9.71,34.13
5.63,,0.75,1.0,44.0,82.0,35.0,4.0,0.0,13.0,0.77,2.0,42.0,72.0,53.0,86.0,86.0,79.0,35.0,0.0,7.0,,21.2,47.0,5.56,
8.9,94.0,0.53,0.0,41.0,46.0,72.0,1.0,1.0,1.6,0.24,3.0,53.0,95.0,31.0,70.0,,41.0,71.0,0.0,5.0,10.0,,72.0,,
8.29,59.0,2.04,1.0,,,64.0,0.0,2.0,15.2,0.05,6.0,99.0,63.0,94.0,,90.0,61.0,55.0,1.0,1.0,8.0,176.6,70.0,2.51,
8.67,74.0,2.11,0.0,97.0,64.0,83.0,5.0,0.0,13.2,0.85,4.0,41.0,60.0,49.0,60.0,64.0,62.0,35.0,0.0,1.0,5.0,3.0,26.0,7.89,43.3
6.46,94.0,0.74,0.0,72.0,69.0,91.0,,1.0,11.0,0.01,1.0,71.0,55.0,63.0,91.0,91.0,55.0,38.0,1.0,1.0,0.0,176.1,61.0,7.33,
6.11,55.0,,0.0,55.0,59.0,98.0,4.0,,14.8,0.94,4.0,70.0,86.0,70.0,41.0,98.0,71.0,92.0,0.0,4.0,4.0,101.0,54.0,9.19,
5.57,84.0,0.54,0.0,62.0,93.0,45.0,0.0,2.0,7.3,0.63,6.0,50.0,52.0,70.0,44.0,75.0,79.0,35.0,0.0,6.0,4.0,241.9,53.0,3.92,27.63
7.08,75.0,1.09,0.0,77.0,73.0,37.0,4.0,2.0,4.0,0.32,5.0,61.0,77.0,52.0,48.0,61.0,90.0,47.0,0.0,6.0,6.0,69.3,92.0,11.23,36.03
8.15,74.0,2.05,0.0,94.0,52.0,60.0,2.0,3.0,,0.25,0.0,42.0,54.0,67.0,59.0,90.0,70.0,80.0,0.0,7.0,6.0,177.6,95.0,11.55,
7.27,60.0,1.54,0.0,55.0,81.0,39.0,4.0,4.0,9.9,0.01,6.0,89.0,62.0,73.0,85.0,96.0,86.0,81.0,1.0,1.0,5.0,156.9,,10.48,
7.47,76.0,1.2,0.0,53.0,93.0,85.0,2.0,0.0,9.7,0.24,0.0,70.0,79.0,96.0,57.0,63.0,31.0,41.0,0.0,7.0,7.0,3.0,48.0,,
9.57,72.0,1.24,1.0,68.0,96.0,99.0,1.0,4.0,10.2,0.14,3.0,,87.0,91.0,61.0,50.0,99.0,85.0,0.0,,1.0,221.3,29.0,5.33,
7.07,62.0,0.5,1.0,65.0,77.0,49.0,1.0,4.0,17.1,0.61,1.0,63.0,94.0,41.0,47.0,66.0,60.0,37.0,0.0,5.0,6.0,34.9,46.0,1.17,33.7
7.81,93.0,1.1,0.0,74.0,66.0,34.0,3.0,4.0,16.2,0.17,5.0,40.0,47.0,59.0,73.0,82.0,52.0,84.0,1.0,1.0,9.0,165.9,32.0,11.39,52.24
9.03,86.0,,1.0,54.0,94.0,52.0,2.0,2.0,15.8,0.53,1.0,83.0,84.0,94.0,48.0,78.0,83.0,60.0,0.0,2.0,6.0,193.9,61.0,11.45,
7.28,87.0,2.45,0.0,42.0,91.0,38.0,5.0,4.0,14.4,0.59,3.0,54.0,71.0,70.0,,94.0,57.0,,0.0,1.0,3.0,157.7,56.0,0.71,
8.3,70.0,2.19,0.0,62.0,49.0,87.0,1.0,3.0,17.0,0.3,5.0,76.0,72.0,49.0,69.0,80.0,48.0,96.0,0.0,1.0,11.0,24.3,80.0,4.6,53.16
9.38,66.0,0.55,1.0,68.0,83.0,88.0,4.0,1.0,1.8,0.04,7.0,66.0,90.0,35.0,57.0,57.0,77.0,60.0,1.0,6.0,,243.8,98.0,10.62,
9.77,92.0,2.3,1.0,73.0,62.0,83.0,0.0,2.0,4.8,0.04,5.0,77.0,50.0,33.0,66.0,79.0,31.0,89.0,,7.0,1.0,59.2,40.0,1.43,41.73
6.16,88.0,2.07,0.0,72.0,82.0,75.0,0.0,0.0,8.9,0.03,0.0,87.0,,39.0,55.0,62.0,40.0,62.0,1.0,3.0,3.0,157.0,22.0,2.76,
9.67,68.0,2.06,1.0,80.0,98.0,51.0,2.0,1.0,,0.74,0.0,66.0,58.0,80.0,60.0,65.0,73.0,,0.0,5.0,3.0,199.3,27.0,11.75,
7.71,90.0,1.42,0.0,80.0,97.0,,5.0,1.0,9.1,0.32,0.0,83.0,51.0,67.0,44.0,51.0,88.0,72.0,0.0,6.0,11.0,234.8,89.0,10.24,
6.66,87.0,1.3,,62.0,81.0,37.0,3.0,1.0,13.5,0.8,4.0,51.0,54.0,30.0,94.0,94.0,88.0,64.0,0.0,7.0,11.0,151.0,36.0,10.99,46.8
7.57,77.0,1.11,0.0,46.0,74.0,49.0,4.0,4.0,2.5,0.43,7.0,42.0,59.0,37.0,68.0,67.0,67.0,42.0,0.0,7.0,,64.8,29.0,2.13,
9.91,56.0,0.63,0.0,42.0,95.0,80.0,2.0,4.0,4.5,0.45,2.0,69.0,75.0,92.0,86.0,84.0,54.0,48.0,1.0,5.0,,209.2,32.0,2.93,
7.72,75.0,0.96,0.0,97.0,75.0,68.0,0.0,2.0,13.2,,6.0,71.0,73.0,62.0,76.0,94.0,50.0,96.0,0.0,7.0,2.0,40.8,31.0,7.46,
6.98,56.0,0.99,0.0,71.0,54.0,66.0,2.0,4.0,3.0,0.71,0.0,62.0,86.0,44.0,82.0,68.0,71.0,97.0,0.0,2.0,9.0,5.6,85.0,6.27,37.29
8.35,81.0,1.47,0.0,70.0,59.0,79.0,4.0,4.0,6.3,0.27,2.0,41.0,98.0,60.0,61.0,62.0,65.0,74.0,1.0,4.0,0.0,227.0,93.0,3.93,54.17
6.58,63.0,1.99,1.0,57.0,86.0,63.0,5.0,4.0,,0.12,2.0,46.0,61.0,50.0,53.0,53.0,38.0,47.0,0.0,3.0,2.0,143.8,42.0,10.66,
5.84,55.0,1.45,0.0,82.0,92.0,62.0,5.0,2.0,6.3,0.56,1.0,73.0,95.0,32.0,96.0,68.0,41.0,51.0,0.0,2.0,8.0,17.4,84.0,10.87,39.3
6.08,65.0,0.62,0.0,46.0,88.0,60.0,1.0,2.0,12.7,0.33,3.0,71.0,73.0,95.0,58.0,99.0,39.0,49.0,1.0,2.0,0.0,,71.0,3.85,
6.08,57.0,2.42,0.0,80.0,62.0,83.0,4.0,3.0,6.6,0.44,4.0,92.0,93.0,64.0,74.0,74.0,88.0,67.0,0.0,5.0,7.0,36.3,80.0,2.29,54.72
6.18,77.0,2.39,0.0,40.0,67.0,73.0,1.0,3.0,10.0,0.65,2.0,78.0,88.0,70.0,63.0,87.0,34.0,50.0,1.0,3.0,1.0,7.8,45.0,2.21,26.45
6.12,80.0,2.07,0.0,53.0,77.0,63.0,1.0,3.0,1.8,0.49,6.0,71.0,59.0,88.0,81.0,80.0,62.0,47.0,0.0,5.0,5.0,29.1,34.0,6.07,32.44
8.38,58.0,2.48,0.0,91.0,60.0,91.0,1.0,3.0,14.5,0.62,4.0,82.0,70.0,45.0,99.0,85.0,98.0,57.0,0.0,4.0,2.0,193.8,41.0,2.03,66.25
6.32,72.0,1.59,0.0,71.0,98.0,52.0,2.0,1.0,6.7,0.54,1.0,82.0,56.0,85.0,45.0,53.0,92.0,70.0,0.0,7.0,,188.9,84.0,5.94,
7.06,60.0,2.43,0.0,45.0,82.0,75.0,0.0,1.0,11.7,0.74,0.0,53.0,69.0,74.0,99.0,88.0,58.0,77.0,1.0,5.0,1.0,151.1,45.0,5.81,27.37
9.54,89.0,0.65,0.0,78.0,,85.0,5.0,3.0,13.1,,5.0,42.0,85.0,88.0,97.0,56.0,47.0,84.0,0.0,1.0,3.0,52.3,40.0,10.67,
7.63,76.0,1.23,1.0,,78.0,36.0,2.0,3.0,3.8,0.53,2.0,85.0,49.0,79.0,42.0,65.0,35.0,47.0,0.0,5.0,9.0,184.7,43.0,3.91,
8.5,69.0,0.95,1.0,46.0,72.0,90.0,0.0,0.0,15.9,0.68,3.0,71.0,48.0,41.0,73.0,97.0,82.0,64.0,1.0,7.0,,102.0,35.0,6.95,
6.28,,0.89,,65.0,46.0,32.0,5.0,1.0,11.1,0.87,5.0,82.0,88.0,41.0,84.0,54.0,61.0,91.0,0.0,1.0,5.0,127.7,51.0,9.05,
6.37,91.0,0.78,0.0,73.0,74.0,67.0,4.0,0.0,7.7,0.43,1.0,75.0,92.0,62.0,89.0,96.0,71.0,64.0,1.0,2.0,3.0,224.4,35.0,7.35,56.65
5.68,66.0,1.74,0.0,69.0,57.0,63.0,5.0,0.0,3.3,0.41,4.0,56.0,85.0,78.0,41.0,72.0,76.0,44.0,,4.0,1.0,114.5,96.0,11.47,19.69
6.26,92.0,2.06,0.0,75.0,85.0,73.0,5.0,,17.0,0.76,6.0,87.0,75.0,50.0,54.0,85.0,60.0,73.0,0.0,7.0,9.0,,61.0,7.43,
6.75,72.0,1.66,0.0,60.0,60.0,59.0,5.0,2.0,13.6,0.58,7.0,42.0,47.0,89.0,76.0,81.0,91.0,71.0,0.0,6.0,8.0,240.4,51.0,10.87,50.9
6.3,89.0,0.79,0.0,99.0,49.0,46.0,3.0,1.0,3.7,0.07,0.0,96.0,97.0,81.0,54.0,73.0,85.0,37.0,0.0,1.0,3.0,112.8,69.0,3.32,43.39
5.9,84.0,2.12,0.0,56.0,99.0,88.0,4.0,3.0,6.1,0.89,4.0,49.0,47.0,,99.0,74.0,40.0,68.0,1.0,4.0,8.0,140.2,60.0,6.95,
6.04,78.0,1.77,0.0,72.0,72.0,39.0,2.0,3.0,14.6,0.03,3.0,92.0,70.0,68.0,71.0,94.0,55.0,72.0,1.0,5.0,1.0,146.1,43.0,6.75,43.79
7.57,84.0,1.28,0.0,49.0,97.0,47.0,2.0,2.0,12.5,0.75,2.0,86.0,94.0,78.0,60.0,77.0,56.0,48.0,1.0,6.0,6.0,60.2,32.0,11.88,49.2
6.43,68.0,1.85,1.0,90.0,83.0,74.0,0.0,1.0,13.8,0.76,3.0,79.0,61.0,93.0,56.0,68.0,86.0,98.0,1.0,5.0,10.0,184.2,94.0,2.85,57.0
7.14,60.0,1.02,1.0,86.0,89.0,88.0,2.0,3.0,7.9,0.95,4.0,57.0,54.0,55.0,73.0,56.0,56.0,73.0,0.0,7.0,10.0,181.7,98.0,2.12,54.33
7.77,57.0,1.19,0.0,81.0,64.0,91.0,1.0,3.0,12.9,0.05,4.0,42.0,46.0,36.0,71.0,93.0,88.0,88.0,1.0,2.0,4.0,53.4,29.0,7.53,40.64
8.61,70.0,2.33,0.0,90.0,68.0,88.0,5.0,4.0,7.0,0.6,5.0,78.0,68.0,91.0,89.0,90.0,91.0,36.0,1.0,7.0,7.0,3.3,61.0,3.07,83.9
5.68,61.0,1.08,1.0,51.0,71.0,78.0,2.0,0.0,,0.43,3.0,49.0,55.0,53.0,86.0,66.0,49.0,77.0,0.0,7.0,10.0,249.7,60.0,7.85,
9.1,68.0,1.44,1.0,95.0,74.0,92.0,0.0,3.0,11.4,0.33,3.0,91.0,68.0,69.0,91.0,51.0,32.0,87.0,0.0,7.0,7.0,145.4,22.0,11.68,58.97
8.33,63.0,2.28,0.0,55.0,89.0,61.0,0.0,1.0,17.6,0.09,3.0,48.0,79.0,76.0,62.0,65.0,45.0,37.0,1.0,5.0,3.0,45.3,74.0,11.38,22.74
5.87,69.0,1.92,0.0,80.0,71.0,39.0,1.0,2.0,5.6,0.56,0.0,85.0,,37.0,74.0,88.0,,75.0,0.0,1.0,3.0,70.9,35.0,,
9.43,75.0,0.62,0.0,71.0,70.0,40.0,0.0,4.0,8.3,0.48,6.0,94.0,76.0,83.0,,67.0,59.0,42.0,1.0,2.0,7.0,154.4,63.0,2.47,
9.64,89.0,0.79,0.0,54.0,51.0,99.0,3.0,1.0,12.1,0.1,4.0,85.0,67.0,,82.0,88.0,69.0,97.0,0.0,4.0,2.0,34.4,49.0,6.95,
5.77,56.0,0.52,0.0,66.0,86.0,91.0,5.0,4.0,9.7,0.61,1.0,50.0,78.0,32.0,80.0,50.0,94.0,99.0,0.0,2.0,6.0,9.3,56.0,7.25,46.42
6.75,81.0,1.76,0.0,67.0,91.0,,5.0,0.0,15.2,0.74,,99.0,85.0,83.0,76.0,52.0,58.0,38.0,0.0,4.0,7.0,199.6,79.0,8.12,
9.13,56.0,1.4,0.0,56.0,97.0,63.0,5.0,3.0,13.7,0.77,0.0,72.0,63.0,50.0,96.0,70.0,59.0,44.0,0.0,3.0,7.0,179.0,96.0,9.03,59.46
8.87,89.0,0.77,0.0,85.0,82.0,46.0,4.0,1.0,1.0,0.91,0.0,75.0,46.0,77.0,72.0,,61.0,84.0,0.0,1.0,10.0,77.4,43.0,7.41,
6.33,72.0,2.42,1.0,98.0,49.0,83.0,2.0,2.0,18.0,0.41,5.0,65.0,95.0,76.0,64.0,60.0,39.0,,,1.0,9.0,14.6,45.0,1.79,
6.44,68.0,1.56,0.0,89.0,67.0,69.0,3.0,0.0,13.5,0.95,7.0,66.0,46.0,97.0,85.0,71.0,80.0,95.0,0.0,4.0,3.0,121.6,77.0,9.59,57.88
7.17,74.0,0.98,0.0,97.0,72.0,48.0,2.0,0.0,15.6,,6.0,77.0,59.0,92.0,76.0,96.0,37.0,81.0,1.0,5.0,8.0,69.0,28.0,1.41,
7.68,72.0,1.5,0.0,41.0,78.0,96.0,3.0,,11.7,0.3,6.0,61.0,65.0,45.0,79.0,74.0,,37.0,,6.0,9.0,99.4,80.0,0.73,
8.28,64.0,1.86,0.0,,97.0,82.0,2.0,0.0,15.4,,1.0,65.0,79.0,34.0,60.0,52.0,65.0,51.0,1.0,5.0,3.0,68.5,38.0,9.35,
7.16,79.0,0.65,1.0,89.0,59.0,93.0,1.0,1.0,2.0,0.44,,61.0,49.0,,85.0,79.0,84.0,56.0,0.0,3.0,7.0,43.8,47.0,6.81,
7.58,56.0,1.05,0.0,46.0,76.0,76.0,0.0,4.0,6.3,0.4,3.0,44.0,87.0,58.0,99.0,73.0,64.0,50.0,1.0,4.0,5.0,96.7,26.0,8.53,30.36
8.86,79.0,2.11,0.0,52.0,70.0,35.0,0.0,0.0,15.8,0.58,5.0,74.0,71.0,99.0,87.0,94.0,65.0,37.0,1.0,3.0,4.0,241.2,64.0,4.9,49.68
5.67,87.0,1.42,1.0,54.0,92.0,,1.0,2.0,3.6,0.58,4.0,41.0,68.0,77.0,77.0,85.0,85.0,86.0,0.0,4.0,3.0,66.6,82.0,0.63,
6.64,90.0,1.59,0.0,64.0,75.0,47.0,3.0,1.0,1.4,0.75,7.0,74.0,51.0,44.0,79.0,72.0,65.0,67.0,1.0,3.0,4.0,84.0,56.0,4.31,37.76
8.71,85.0,1.37,1.0,62.0,63.0,,4.0,2.0,14.2,0.51,2.0,48.0,50.0,63.0,73.0,57.0,90.0,76.0,0.0,4.0,10.0,82.3,35.0,7.49,
9.53,68.0,0.59,0.0,99.0,53.0,77.0,3.0,2.0,15.0,0.1,5.0,90.0,90.0,89.0,58.0,53.0,91.0,36.0,0.0,1.0,0.0,120.1,24.0,3.1,68.76
7.8,55.0,0.83,0.0,61.0,73.0,72.0,0.0,4.0,2.9,0.86,2.0,90.0,77.0,91.0,66.0,99.0,54.0,73.0,1.0,3.0,6.0,210.9,48.0,8.41,50.96
7.89,70.0,1.39,0.0,65.0,98.0,68.0,4.0,3.0,15.4,0.31,4.0,88.0,93.0,31.0,48.0,88.0,93.0,80.0,0.0,3.0,7.0,100.5,71.0,9.64,71.49
5.98,57.0,0.92,0.0,72.0,95.0,78.0,2.0,4.0,12.4,0.97,1.0,,61.0,48.0,44.0,92.0,89.0,82.0,0.0,4.0,11.0,201.5,42.0,5.72,
7.51,89.0,0.6,1.0,50.0,83.0,41.0,,1.0,9.4,0.12,6.0,82.0,90.0,78.0,,80.0,86.0,61.0,0.0,2.0,8.0,28.8,25.0,10.57,
7.9,60.0,2.19,1.0,49.0,48.0,39.0,3.0,1.0,14.9,0.96,2.0,51.0,86.0,57.0,64.0,78.0,99.0,49.0,,2.0,2.0,223.7,55.0,10.33,27.09
6.59,79.0,2.46,0.0,,47.0,84.0,1.0,4.0,7.5,0.09,0.0,42.0,74.0,77.0,65.0,85.0,81.0,41.0,1.0,1.0,8.0,46.3,76.0,10.6,
6.71,67.0,2.09,0.0,76.0,73.0,30.0,2.0,3.0,3.5,0.23,5.0,57.0,52.0,66.0,58.0,62.0,85.0,91.0,0.0,5.0,9.0,9.8,52.0,8.1,25.21
7.2,88.0,2.21,1.0,,96.0,78.0,3.0,4.0,5.1,0.05,,95.0,84.0,78.0,69.0,90.0,92.0,76.0,1.0,5.0,4.0,39.6,68.0,4.01,
5.59,62.0,0.98,1.0,82.0,55.0,65.0,2.0,1.0,9.1,0.71,7.0,77.0,90.0,77.0,75.0,58.0,97.0,43.0,1.0,1.0,9.0,47.7,60.0,6.03,42.84
6.95,75.0,2.42,0.0,92.0,77.0,50.0,4.0,3.0,9.6,0.85,2.0,46.0,51.0,58.0,87.0,70.0,49.0,40.0,1.0,5.0,5.0,127.1,99.0,8.67,43.32
6.45,88.0,0.89,0.0,77.0,82.0,66.0,0.0,1.0,14.5,0.43,4.0,72.0,50.0,,87.0,52.0,83.0,91.0,0.0,6.0,0.0,,74.0,2.92,
6.97,58.0,2.4,0.0,80.0,55.0,53.0,3.0,3.0,14.2,0.93,6.0,45.0,48.0,58.0,55.0,74.0,30.0,64.0,1.0,6.0,8.0,179.0,45.0,9.0,27.77
6.04,79.0,2.49,1.0,84.0,71.0,84.0,1.0,3.0,10.5,0.59,0.0,57.0,45.0,87.0,46.0,74.0,39.0,89.0,1.0,6.0,8.0,12.7,56.0,6.8,30.67
9.51,69.0,1.92,0.0,63.0,77.0,54.0,4.0,4.0,14.1,0.63,7.0,84.0,59.0,77.0,57.0,61.0,52.0,88.0,0.0,7.0,5.0,124.4,96.0,1.6,71.13
8.17,58.0,2.46,0.0,79.0,65.0,36.0,3.0,4.0,3.5,0.85,2.0,61.0,75.0,52.0,95.0,78.0,80.0,61.0,1.0,7.0,7.0,83.1,36.0,6.91,42.96
8.56,66.0,1.64,1.0,85.0,83.0,53.0,1.0,4.0,0.9,0.3,6.0,90.0,69.0,56.0,60.0,60.0,53.0,,0.0,6.0,3.0,157.7,51.0,1.27,
9.05,86.0,1.02,0.0,95.0,75.0,,3.0,3.0,15.7,0.35,4.0,78.0,91.0,36.0,70.0,60.0,42.0,41.0,0.0,4.0,4.0,10.9,47.0,0.66,
7.74,86.0,1.37,0.0,72.0,82.0,,4.0,3.0,1.4,0.91,1.0,90.0,77.0,78.0,40.0,98.0,58.0,74.0,1.0,2.0,4.0,8.7,44.0,,
5.89,82.0,1.69,0.0,56.0,90.0,64.0,3.0,1.0,4.4,0.9,4.0,48.0,,83.0,42.0,75.0,87.0,36.0,1.0,1.0,6.0,106.8,66.0,6.13,
7.92,67.0,0.65,0.0,63.0,46.0,92.0,2.0,2.0,12.5,0.98,1.0,74.0,79.0,97.0,70.0,63.0,72.0,48.0,0.0,4.0,6.0,202.8,41.0,6.75,49.24
8.14,85.0,1.74,0.0,76.0,71.0,97.0,4.0,4.0,7.4,0.9,7.0,62.0,99.0,71.0,64.0,65.0,39.0,44.0,0.0,6.0,6.0,167.8,80.0,3.72,75.11
8.85,68.0,2.46,0.0,96.0,80.0,86.0,,1.0,15.8,0.13,6.0,51.0,49.0,88.0,92.0,59.0,60.0,84.0,1.0,1.0,4.0,4.2,63.0,6.74,
7.44,74.0,0.88,0.0,41.0,55.0,42.0,0.0,1.0,,0.82,6.0,91.0,49.0,73.0,47.0,80.0,43.0,52.0,1.0,2.0,3.0,44.6,39.0,2.44,
6.07,72.0,2.09,,71.0,,52.0,3.0,0.0,0.2,0.41,0.0,63.0,80.0,55.0,40.0,80.0,63.0,52.0,1.0,5.0,7.0,56.7,69.0,9.07,
6.78,83.0,2.32,1.0,96.0,62.0,68.0,2.0,4.0,5.4,0.99,4.0,89.0,61.0,52.0,46.0,85.0,46.0,50.0,1.0,4.0,0.0,105.8,66.0,9.97,46.53
7.13,60.0,2.39,1.0,99.0,,41.0,1.0,1.0,10.4,0.47,3.0,79.0,97.0,37.0,46.0,59.0,50.0,86.0,,2.0,0.0,146.7,66.0,10.34,
8.41,86.0,2.42,0.0,63.0,79.0,63.0,1.0,0.0,6.8,0.55,7.0,48.0,96.0,82.0,47.0,75.0,96.0,86.0,0.0,1.0,5.0,54.1,91.0,1.73,54.8
8.07,83.0,1.54,0.0,,79.0,,1.0,4.0,9.6,0.53,5.0,52.0,58.0,43.0,58.0,69.0,87.0,65.0,1.0,3.0,1.0,95.6,70.0,6.91,
7.1,56.0,2.45,0.0,43.0,75.0,91.0,0.0,3.0,15.8,0.32,3.0,79.0,73.0,,56.0,93.0,37.0,57.0,,4.0,11.0,146.0,74.0,9.8,
9.94,77.0,2.01,0.0,56.0,72.0,42.0,2.0,0.0,16.4,0.08,7.0,93.0,52.0,38.0,50.0,58.0,67.0,76.0,1.0,7.0,2.0,95.9,97.0,1.97,42.96
8.23,73.0,0.82,0.0,,83.0,60.0,4.0,3.0,4.8,0.9,,81.0,78.0,32.0,86.0,64.0,55.0,96.0,0.0,1.0,3.0,35.8,58.0,1.64,
6.57,85.0,1.45,0.0,92.0,45.0,31.0,1.0,2.0,8.3,0.8,3.0,56.0,84.0,46.0,80.0,58.0,93.0,84.0,0.0,1.0,1.0,122.9,,9.89,
5.96,59.0,,0.0,89.0,69.0,44.0,2.0,2.0,9.9,0.14,5.0,46.0,45.0,73.0,88.0,56.0,59.0,49.0,1.0,7.0,9.0,81.0,88.0,9.66,
6.19,73.0,0.99,0.0,87.0,87.0,86.0,3.0,2.0,,0.78,3.0,56.0,73.0,75.0,50.0,75.0,38.0,78.0,1.0,2.0,6.0,216.0,66.0,5.66,
6.61,88.0,1.78,0.0,69.0,82.0,63.0,0.0,2.0,18.0,0.63,1.0,94.0,80.0,87.0,77.0,73.0,61.0,76.0,1.0,1.0,9.0,193.9,40.0,1.76,59.77
6.22,64.0,1.83,0.0,79.0,64.0,97.0,2.0,1.0,4.2,0.41,,89.0,95.0,57.0,80.0,61.0,40.0,79.0,1.0,4.0,0.0,47.6,34.0,6.44,
6.34,79.0,0.83,0.0,97.0,47.0,58.0,2.0,2.0,13.1,0.25,6.0,63.0,81.0,43.0,89.0,69.0,63.0,69.0,0.0,6.0,2.0,38.2,20.0,5.04,44.41
6.78,56.0,1.63,0.0,50.0,95.0,95.0,4.0,1.0,6.8,0.86,0.0,41.0,73.0,38.0,91.0,63.0,47.0,56.0,1.0,7.0,1.0,86.9,99.0,6.46,26.68
6.28,65.0,2.04,0.0,60.0,46.0,45.0,,1.0,0.1,0.7,3.0,74.0,49.0,55.0,41.0,71.0,48.0,72.0,0.0,4.0,8.0,103.0,29.0,5.56,
9.54,85.0,1.5,1.0,60.0,62.0,68.0,4.0,4.0,0.2,0.55,6.0,67.0,97.0,31.0,43.0,65.0,83.0,98.0,0.0,7.0,7.0,,,7.04,
5.86,69.0,0.52,1.0,57.0,88.0,,0.0,1.0,8.3,0.61,3.0,58.0,76.0,63.0,89.0,,66.0,41.0,0.0,1.0,2.0,75.4,37.0,8.86,
7.86,,0.52,0.0,,54.0,50.0,0.0,1.0,8.8,0.09,7.0,72.0,96.0,48.0,67.0,81.0,41.0,78.0,1.0,2.0,4.0,216.9,77.0,9.41,
7.35,77.0,1.21,0.0,68.0,49.0,73.0,3.0,2.0,0.4,0.47,0.0,60.0,68.0,68.0,72.0,68.0,33.0,41.0,1.0,4.0,2.0,,,7.96,
9.92,73.0,2.35,0.0,63.0,53.0,48.0,4.0,1.0,12.4,0.19,7.0,92.0,63.0,42.0,50.0,84.0,72.0,94.0,1.0,3.0,10.0,221.4,96.0,2.79,60.75
6.0,63.0,0.96,0.0,49.0,46.0,37.0,4.0,3.0,5.3,0.21,0.0,49.0,56.0,34.0,42.0,92.0,56.0,35.0,0.0,6.0,11.0,175.5,71.0,5.07,1.41
7.29,89.0,1.77,0.0,84.0,78.0,95.0,1.0,2.0,10.1,0.66,3.0,92.0,96.0,79.0,79.0,81.0,80.0,96.0,0.0,7.0,10.0,177.1,65.0,1.32,84.22
9.86,75.0,0.94,1.0,56.0,82.0,70.0,1.0,0.0,5.4,0.91,1.0,85.0,45.0,52.0,44.0,69.0,,52.0,0.0,5.0,11.0,129.7,32.0,5.69,
9.39,63.0,1.14,0.0,57.0,75.0,99.0,3.0,2.0,3.0,0.4,6.0,84.0,51.0,58.0,91.0,,35.0,41.0,0.0,2.0,10.0,210.1,36.0,11.66,
