name,gender,age,class,embarked,country,ticketno,fare,survived
"Weisz, Mr. Léopold",male,37.0,2nd,S,Hungary,228414.0,26.0,0
"Weisz, Mrs. Mathilde Françoise",female,37.0,2nd,S,England,228414.0,26.0,1
"Wells, Master. Ralph Lester",male,2.0,2nd,S,England,29103.0,23.0,1
"Wells, Miss. Joan",female,4.0,2nd,S,England,29103.0,23.0,1
"Wells, Mrs. Addie Dart",female,29.0,2nd,S,England,29103.0,23.0,1
"Wennerström, Mr. August",male,27.0,3rd,S,Sweden,350043.0,7.1511,1
"West, Miss. Barbara Joyce",female,0.8333333333,2nd,S,England,34651.0,27.15,1
"West, Miss. Constance Mirium",female,4.0,2nd,S,England,34651.0,27.15,1
"West, Mr. Edwy Arthur",male,36.0,2nd,S,England,34651.0,27.15,0
"West, Mrs. Ada Mary",female,33.0,2nd,S,England,34651.0,27.15,1
"Wheadon, Mr. Edward Henry",male,65.0,2nd,S,England,24579.0,10.1,0
"Wheeler, Mr. Edwin Charles",male,26.0,2nd,S,England,2159.0,12.1706,0
"Whilems, Mr. Charles",male,31.0,2nd,S,England,244270.0,13.0,1
"White, Mr. Percival Wayland",male,54.0,1st,S,United States,35281.0,77.0509,0
"White, Mr. Richard Frasar",male,21.0,1st,S,United States,35281.0,77.0509,0
"White, Mrs. Ella",female,55.0,1st,C,,17760.0,135.1208,1
"Wick, Col. George Dennick",male,57.0,1st,S,United States,36928.0,164.1704,0
"Wick, Miss. Mary Natalie",female,31.0,1st,S,United States,36928.0,164.1704,1
"Wick, Mrs. Mary Peebles",female,45.0,1st,S,United States,36928.0,164.1704,1
"Widegren, Mr. Carl Peter",male,51.0,3rd,S,Sweden,347064.0,7.15,0
"Widener, Mr. George Dunton",male,50.0,1st,S,United States,113503.0,211.1,0
"Widener, Mr. Harry Elkins",male,27.0,1st,S,United States,113503.0,211.1,0
"Widener, Mrs. Eleanor",female,50.0,1st,S,United States,113503.0,211.1,1
"Wiklund, Mr. Jakob Alfred",male,18.0,3rd,S,Finland,3101267.0,6.0911,0
"Wiklund, Mr. Karl Johan",male,21.0,3rd,S,Finland,3101266.0,6.0911,0
"Wilkes, Mrs. Ellen",female,47.0,3rd,S,England,363272.0,7.0,1
"Wilkinson, Mrs. Elizabeth Anne",female,30.0,2nd,S,England,2926.0,26.0,1
"Willard, Miss. Constance",female,21.0,1st,S,United States,113795.0,26.11,1
"Willer, Mr. Aaron",male,37.0,3rd,C,,3410.0,8.1403,0
"Willey, Mr. Edward John",male,21.0,3rd,S,Wales,751.0,7.11,0
"Williams, Mr. Charles Duane",male,51.0,1st,C,Switzerland,17597.0,61.0707,0
"Williams, Mr. Charles Eugene",male,23.0,2nd,S,England,244373.0,13.0,1
"Williams, Mr. Fletcher Fellowes Lambert",male,43.0,1st,S,United States,113510.0,35.0,0
"Williams, Mr. Howard Hugh",male,28.0,3rd,S,England,2466.0,8.01,0
"Williams, Mr. Leslie",male,28.0,3rd,S,Wales,54636.0,16.02,0
"Williams, Mr. Richard Norris II",male,21.0,1st,C,Switzerland,17597.0,61.0707,1
"Wilson, Miss. Helen Alice",female,31.0,1st,C,,16966.0,134.1,1
"Windeløv, Mr. Einar",male,21.0,3rd,S,South Africa,3101317.0,7.05,0
"Wirz, Mr. Albert",male,17.0,3rd,S,Switzerland,315154.0,8.1303,0
"Wiseman, Mr. Philippe",male,54.0,3rd,S,England,34244.0,7.05,0
"Wittevrongel, Mr. Camilius Aloysius",male,36.0,3rd,S,Belgium,345771.0,9.1,0
"Woodward, Mr. John Wesley",male,32.0,2nd,S,England,250654.0,,0
"Woolner, Mr. Hugh",male,46.0,1st,S,England,19947.0,35.1,1
"Wright, Miss. Marion",female,26.0,2nd,S,England,220844.0,13.1,1
"Wright, Mr. George",male,62.0,1st,S,Canada,113807.0,26.11,0
"Yasbeck, Mr. Antoni",male,27.0,3rd,C,Lebanon,2659.0,14.0901,0
"Yazbeck, Mrs. Selini",female,15.0,3rd,C,Lebanon,2659.0,14.0901,1
"Young, Miss. Marie Grice",female,36.0,1st,C,United States,17760.0,135.1208,1
"Yousseff (Abi Saab), Mr. Gerios",male,26.0,3rd,C,Lebanon,2685.0,7.0406,0
"Youssiff (Sam'aan), Mr. Gerios",male,45.0,3rd,C,Lebanon,2628.0,7.0407,0
"Yūsuf, Mrs. Kātrīn",female,23.0,3rd,C,Lebanon,2668.0,22.0702,1
"Yvois, Miss. Henriette",female,24.0,2nd,S,France,248747.0,13.0,0
"Zakarian, Mr. Mapriededer",male,22.0,3rd,C,Turkey,2656.0,7.0406,0
"Zakarian, Mr. Ortin",male,27.0,3rd,C,Turkey,2670.0,7.0406,0
"Zenni, Mr. Philip",male,25.0,3rd,C,Lebanon,2620.0,7.0406,1
"Zimmermann, Mr. Leo",male,29.0,3rd,S,Germany,315082.0,7.1706,0
"Abbott, Mr. Ernest Owen",male,21.0,victualling crew,S,England,,,0
"Abrams, Mr. William Thomas",male,34.0,engineering crew,S,England,,,0
"Adams, Mr. Robert John",male,26.0,engineering crew,S,England,,,0
"Ahier, Mr. Percy Snowden",male,20.0,victualling crew,S,Channel Islands,,,0
"Akerman, Mr. Albert Edward",male,31.0,victualling crew,S,England,,,0
"Akerman, Mr. Joseph Francis",male,37.0,victualling crew,S,England,,,0
"Allaria, Sig. Battista Antonio",male,22.0,restaurant staff,S,England,,,0
"Allen, Mr. Ernest Frederick",male,24.0,engineering crew,S,England,,,1
"Allen, Mr. Frederick",male,17.0,victualling crew,S,England,,,0
"Allen, Mr. George",male,26.0,victualling crew,S,England,,,0
"Allen, Mr. Henry",male,30.0,engineering crew,S,England,,,0
"Allen, Mr. Robert Spencer",male,36.0,victualling crew,S,England,,,0
"Allsop, Mr. Alfred Samuel",male,36.0,engineering crew,B,England,,,0
"Allsop, Mr. Frank Richard",male,41.0,victualling crew,B,England,,,0
"Anderson, Mr. James",male,40.0,deck crew,S,England,,,1
"Anderson, Mr. Walter Yuill",male,48.0,victualling crew,S,England,,,0
"Andrews, Mr. Charles Edward",male,19.0,victualling crew,S,England,,,1
"Archer, Mr. Ernest Edward",male,35.0,deck crew,S,England,,,1
"Ashcroft, Mr. Austin Aloysius",male,26.0,victualling crew,S,England,,,0
"Ashe, Mr. Henry Wellesley",male,41.0,victualling crew,S,Ireland,,,0
"Aspeslagh, Mr. Georges",male,26.0,restaurant staff,S,England,,,0
"Avery, Mr. James Albert",male,21.0,engineering crew,S,England,,,1
"Ayling, Mr. Edwin George",male,23.0,victualling crew,S,England,,,0
"Back, Mr. Charles Frederick",male,37.0,victualling crew,B,England,,,0
"Baggott, Mr. Allen Marden",male,28.0,victualling crew,S,England,,,1
"Bagley, Mr. Edward Henry",male,33.0,victualling crew,S,England,,,0
"Bailey, Mr. George Francis",male,36.0,victualling crew,B,England,,,0
"Bailey, Mr. George Frank",male,46.0,engineering crew,S,Wales,,,0
"Bailey, Mr. Henry Joseph",male,46.0,deck crew,S,England,,,1
"Baines, Mr. Richard",male,24.0,engineering crew,S,England,,,0
"Ball, Mr. Percy",male,19.0,victualling crew,S,England,,,1
"Banfi, Sig. Ugo",male,24.0,restaurant staff,S,England,,,0
"Bannon, Mr. John Joseph",male,34.0,engineering crew,S,England,,,0
"Barker, Mr. Albert Vale",male,19.0,victualling crew,S,England,,,0
"Barker, Mr. Ernest Thomas",male,41.0,victualling crew,S,England,,,0
"Barker, Mr. Reginald Lomond",male,42.0,victualling crew,B,England,,,0
"Barlow, Mr. Charles",male,30.0,engineering crew,S,England,,,0
"Barlow, Mr. George",male,36.0,victualling crew,S,England,,,0
"Barnes, Mr. Charles",male,29.0,engineering crew,S,England,,,0
"Barnes, Mr. Frederick Charles",male,40.0,victualling crew,S,England,,,0
"Barnes, Mr. John",male,40.0,engineering crew,S,England,,,0
"Barratt, Mr. Arthur",male,16.0,victualling crew,S,England,,,0
"Barrett, Mr. Frederick",male,28.0,engineering crew,S,England,,,1
"Barrett, Mr. Frederick William",male,33.0,engineering crew,S,England,,,0
"Barringer, Mr. Arthur William",male,34.0,victualling crew,B,England,,,0
"Barrow, Mr. Charles Henry John Barrow",male,36.0,victualling crew,S,England,,,0
"Barrows, Mr. William",male,32.0,victualling crew,S,England,,,0
"Barton, Mr. Sidney John",male,26.0,victualling crew,S,England,,,0
"Basilico, Sig. Giovanni",male,27.0,restaurant staff,S,England,,,0
"Baxter, Mr. Harry Ross",male,53.0,victualling crew,S,England,,,0
"Baxter, Mr. Thomas Ferguson",male,55.0,victualling crew,S,Scotland,,,0
"Bazzi, Sig. Narciso",male,33.0,restaurant staff,S,England,,,0
"Beattie, Mr. Joseph",male,35.0,engineering crew,B,Northern Ireland,,,0
"Beauchamp, Mr. George William",male,24.0,engineering crew,S,England,,,1
"Bedford, Mr. William Barnett",male,31.0,victualling crew,S,England,,,0
"Beedem, Mr. George Arthur",male,35.0,victualling crew,S,England,,,0
"Beere, Mr. William",male,19.0,victualling crew,S,England,,,0
"Bell, Mr. Joseph",male,51.0,engineering crew,B,England,,,0
"Bendell, Mr. Frank",male,24.0,engineering crew,S,England,,,0
"Benham, Mr. Fred John",male,30.0,victualling crew,S,England,,,0
"Bennett, Mr. George Alfred",male,30.0,engineering crew,S,England,,,0
"Bennett, Mrs. Mabel",female,33.0,victualling crew,S,England,,,1
"Benville, Mr. Edward",male,47.0,engineering crew,S,England,,,0
"Bernardi, Sig. Battista",male,22.0,restaurant staff,S,England,,,0
"Bessant, Mr. Edward",male,31.0,victualling crew,S,England,,,0
"Bessant, Mr. William Edward Lowe",male,39.0,engineering crew,S,England,,,0
"Best, Mr. Edwin Alfred",male,40.0,victualling crew,B,England,,,0
"Beux, Mr. David",male,26.0,restaurant staff,S,England,,,0
"Bevis, Mr. Joseph Henry",male,22.0,engineering crew,S,England,,,0
"Biddlecombe, Mr. Reginald Charles",male,31.0,engineering crew,S,England,,,0
"Bietrix, Mr. George Baptiste",male,28.0,restaurant staff,S,England,,,0
"Biggs, Mr. Edward Charles",male,20.0,engineering crew,S,England,,,0
"Billows, Mr. James",male,20.0,engineering crew,S,England,,,0
"Binstead, Mr. Walter William",male,20.0,engineering crew,S,England,,,1
"Bishop, Mr. Walter Alexander",male,34.0,victualling crew,B,England,,,0
"Blackman, Mr. Albert Edward",male,23.0,engineering crew,S,England,,,0
"Black, Mr. Alexander",male,28.0,engineering crew,S,England,,,0
"Black, Mr. D.",male,41.0,engineering crew,S,England,,,0
"Blake, Mr. Percival Albert",male,23.0,engineering crew,S,England,,,1
"Blake, Mr. Seaton",male,26.0,engineering crew,B,England,,,0
"Blake, Mr. Thomas Henry",male,37.0,engineering crew,S,England,,,0
"Blaney, Mr. James",male,32.0,engineering crew,S,Northern Ireland,,,0
"Blann, Mr. Eustace Horatius",male,22.0,engineering crew,S,England,,,0
"Bliss, Mrs. Emma",female,45.0,victualling crew,S,Switzerland,,,1
"Blumet, Mr. Jean Baptiste",male,26.0,restaurant staff,S,England,,,0
"Bochatay, Mr. Alexis Joseph",male,30.0,victualling crew,S,England,,,0
"Bochet, Mr. Pierre Giuseppe",male,43.0,restaurant staff,S,England,,,0
"Bogie, Mr. Norman Leslie",male,59.0,victualling crew,S,Scotland,,,0
"Bolhuis, Mr. Hendrik",male,27.0,restaurant staff,S,England,,,0
"Bond, Mr. William John",male,40.0,victualling crew,B,England,,,0
"Boothby, Mr. Walter Thomas",male,38.0,victualling crew,S,England,,,0
"Boston, Mr. William John",male,33.0,victualling crew,B,England,,,0
"Bott, Mr. William Thomas",male,46.0,engineering crew,S,England,,,0
"Boughton, Mr. Bernard John",male,24.0,victualling crew,S,England,,,0
"Bowker, Miss. Ruth Harwood",female,31.0,restaurant staff,S,England,,,1
"Boxhall, Mr. Joseph Groves",male,28.0,deck crew,B,England,,,1
"Boyd, Mr. John",male,37.0,victualling crew,S,England,,,0
"Boyes, Mr. John Henry",male,36.0,victualling crew,B,England,,,0
"Bradley, Mr. Patrick Joseph",male,39.0,engineering crew,S,England,,,0
"Bradley, Mr. T.",male,29.0,deck crew,S,England,,,0
"Bradshaw, Mr. John Albert Perkin",male,43.0,victualling crew,S,England,,,0
"Brewer, Mr. Harry",male,30.0,engineering crew,S,England,,,0
"Brewster, Mr. George Henry",male,52.0,victualling crew,B,England,,,0
"Briant, Mr. Albert",male,34.0,engineering crew,S,England,,,0
"Brice, Mr. Walter Thomas",male,43.0,deck crew,S,England,,,1
"Bride, Mr. Harold Sydney",male,22.0,victualling crew,B,England,,,1
"Bright, Mr. Arthur John",male,42.0,deck crew,B,England,,,1
"Bristow, Mr. Harry",male,38.0,victualling crew,S,,,,0
"Bristow, Mr. Robert Charles",male,31.0,victualling crew,S,England,,,0
"Brookman, Mr. John Cress",male,28.0,victualling crew,S,England,,,0
"Brooks, Mr. J.",male,25.0,engineering crew,S,England,,,0
"Broome, Mr. Athol Frederick",male,31.0,victualling crew,S,England,,,0
"Broom, Mr. Herbert George",male,33.0,victualling crew,B,England,,,0
"Brown, Mr. Edward",male,34.0,victualling crew,B,Wales,,,1
"Brown, Mr. John",male,28.0,engineering crew,S,Wales,,,0
"Brown, Mr. Joseph James",male,25.0,engineering crew,S,England,,,0
"Brown, Mr. Walter James",male,41.0,victualling crew,B,England,,,0
"Buckley, Mr. H. E.",male,34.0,victualling crew,S,England,,,0
"Buley, Mr. Edward John",male,26.0,deck crew,S,England,,,1
"Bulley, Mr. Henry Ashburnham",male,22.0,victualling crew,S,England,,,0
"Bull, Mr. Walter Edward",male,37.0,victualling crew,S,England,,,0
"Bunnell, Mr. Wilfred James",male,21.0,victualling crew,B,England,,,0
"Burgess, Mr. Charles",male,18.0,victualling crew,S,England,,,1
"Burke, Mr. Richard Edward",male,30.0,victualling crew,B,England,,,0
"Burke, Mr. William",male,31.0,victualling crew,B,Ireland,,,1
"Burrage, Mr. Arthur Victor Edwards",male,20.0,victualling crew,S,England,,,1
"Burr, Mr. Ewart Sydenham",male,29.0,victualling crew,S,England,,,0
"Burroughs, Mr. Arthur Peckham",male,35.0,engineering crew,S,England,,,0
"Burton, Mr. Edward John",male,35.0,engineering crew,S,England,,,0
"Butterworth, Mr. John",male,23.0,victualling crew,S,England,,,0
"Butt, Mr. Robert Henry",male,22.0,victualling crew,S,England,,,0
"Butt, Mr. William John",male,31.0,engineering crew,S,England,,,0
"Byrne, Mr. James Edward",male,45.0,victualling crew,S,England,,,0
"Calderwood, Mr. Hugh",male,30.0,engineering crew,B,Northern Ireland,,,0
"Campbell, Mr. Donald S.",male,25.0,victualling crew,S,Australia,,,0
"Canner, Mr. John",male,40.0,engineering crew,S,England,,,0
"Carney, Mr. William",male,31.0,victualling crew,S,England,,,0
"Carr, Mr. Richard Stephen",male,27.0,engineering crew,S,England,,,0
"Carter (Ball), Mr. James (W.)",male,46.0,engineering crew,S,England,,,0
"Cartwright, Mr. James Edward",male,33.0,victualling crew,B,England,,,0
"Casali, Sig. Giulio",male,32.0,restaurant staff,S,Italy,,,0
"Casey, Mr. Thomas",male,44.0,engineering crew,S,England,,,0
"Casswill, Mr. Charles",male,34.0,victualling crew,S,England,,,0
"Castleman, Mr. Edward",male,37.0,engineering crew,S,England,,,0
"Caton, Miss. Annie",female,33.0,victualling crew,S,England,,,1
"Caunt, Mr. William Ewart",male,28.0,victualling crew,S,England,,,0
"Cavell, Mr. George Henry",male,22.0,engineering crew,S,England,,,1
"Cave, Mr. Herbert",male,39.0,victualling crew,B,England,,,0
"Cecil, Mr. Charles Thomas",male,21.0,victualling crew,S,England,,,0
"Chaboisson, Mr. Adrien Finnin",male,25.0,restaurant staff,S,England,,,0
"Chapman, Mr. Joseph Charles",male,32.0,victualling crew,S,England,,,1
"Charman, Mr. John James",male,25.0,victualling crew,S,England,,,0
"Cherrett, Mr. William Victor",male,25.0,engineering crew,S,England,,,0
"Cheverton, Mr. William Frederick",male,28.0,victualling crew,B,England,,,0
"Chisnall, Mr. George Alexander",male,37.0,engineering crew,B,England,,,0
"Chitty, Mr. Archibald George",male,29.0,victualling crew,S,England,,,0
"Chitty, Mr. George Henry",male,50.0,victualling crew,S,England,,,0
"Chorley, Mr. John Henry",male,25.0,engineering crew,S,England,,,0
"Christmas, Mr. Herbert Harry",male,34.0,victualling crew,S,England,,,0
"Clark, Mr. William",male,40.0,engineering crew,S,Ireland,,,1
"Clench, Mr. Frederick Charles",male,33.0,deck crew,S,England,,,1
"Clench, Mr. George James",male,31.0,deck crew,S,England,,,0
"Coe, Mr. Harry",male,22.0,engineering crew,S,England,,,0
"Coleman, Mr. Albert Edward",male,29.0,victualling crew,S,England,,,0
"Coleman, Mr. John",male,58.0,engineering crew,B,Ireland,,,0
"Colgan, Mr. E. Joseph",male,33.0,victualling crew,S,England,,,1
"Collins, Mr. John",male,17.0,victualling crew,S,Northern Ireland,,,1
"Collins, Mr. John",male,38.0,engineering crew,S,England,,,1
"Combes, Mr. George",male,34.0,engineering crew,S,England,,,1
"Conway, Mr. Percy Walter",male,25.0,victualling crew,B,England,,,0
"Cook, Mr. Gilbert William",male,32.0,victualling crew,S,England,,,0
"Coombs, Mr. Charles Augustus",male,45.0,victualling crew,S,England,,,0
"Cooper, Mr. Harry",male,26.0,engineering crew,S,England,,,0
"Cooper, Mr. James Edward",male,26.0,engineering crew,S,England,,,0
"Copperthwaite, Mr. Albert Harry",male,28.0,engineering crew,S,England,,,0
"Corben, Mr. Ernest Theodore",male,27.0,victualling crew,S,England,,,0
"Corcoran, Mr. Dennis",male,33.0,engineering crew,S,England,,,0
"Cornaire, Mr. Marcel Raymond André",male,19.0,restaurant staff,S,England,,,0
"Cotton, Mr. Alfred",male,36.0,engineering crew,S,England,,,0
"Couch, Mr. Frank",male,28.0,deck crew,S,England,,,0
"Couch, Mr. Joseph Henry",male,49.0,engineering crew,S,England,,,0
"Couper, Mr. Robert Frederick William",male,30.0,engineering crew,S,England,,,1
"Coutin, Mr. Auguste Louis",male,28.0,restaurant staff,S,France,,,0
"Cox, Mr. William Denton",male,30.0,victualling crew,S,England,,,0
"Coy, Mr. Francis Ernest George",male,27.0,engineering crew,B,England,,,0
"Crabb, Mr. Henry James",male,23.0,engineering crew,S,England,,,0
"Crafter, Mr. Frederick Horace",male,20.0,victualling crew,S,England,,,1
"Crawford, Mr. Alfred George",male,43.0,victualling crew,B,England,,,1
"Creese, Mr. Henry Philip",male,45.0,engineering crew,B,England,,,0
"Crimmins, Mr. James",male,21.0,engineering crew,S,England,,,1
"Crispin, Mr. William",male,33.0,victualling crew,S,England,,,0
"Crisp, Mr. Albert Hector",male,39.0,victualling crew,B,England,,,0
"Crosbie, Mr. John Borthwick",male,45.0,victualling crew,S,England,,,0
"Cross, Mr. William Alfred",male,44.0,engineering crew,S,England,,,0
"Crovella, Sig. Luigi",male,17.0,restaurant staff,S,England,,,0
"Crowe, Mr. George Frederick",male,30.0,victualling crew,S,England,,,1
"Crumplin, Mr. Charles George Chandler",male,35.0,victualling crew,B,England,,,0
"Cullen, Mr. Charles James",male,49.0,victualling crew,B,England,,,1
"Cunningham, Mr. Andrew Orr",male,38.0,victualling crew,B,Scotland,,,1
"Cunningham, Mr. Bernard",male,35.0,engineering crew,S,England,,,0
"Curtis, Mr. Arthur",male,26.0,engineering crew,S,England,,,0
"Daniels, Mr. Sidney Edward",male,18.0,victualling crew,S,England,,,1
"Dashwood, Mr. William George",male,18.0,victualling crew,S,England,,,0
"Davies, Mr. Gordon Raleigh",male,32.0,victualling crew,B,England,,,0
"Davies, Mr. Robert J.",male,26.0,victualling crew,B,Wales,,,0
"Davies, Mr. Thomas",male,33.0,engineering crew,S,England,,,0
"Davis, Mr. John",male,29.0,victualling crew,B,England,,,0
"Davis, Mr. Stephen James",male,39.0,deck crew,S,England,,,0
"Dawson, Mr. Joseph",male,23.0,engineering crew,S,England,,,0
"Dean, Mr. George H.",male,19.0,victualling crew,S,England,,,0
"Debreucq, Mr. Maurice Emile Victor",male,18.0,restaurant staff,S,England,,,0
"Deeble, Mr. Alfred Arnold",male,35.0,victualling crew,B,England,,,0
"De Marsico, Sig. Govanni",male,20.0,restaurant staff,S,England,,,0
"Derrett, Mr. Arthur Henry",male,29.0,victualling crew,B,England,,,0
"Deslandes, Mr. Percival Stainer",male,38.0,victualling crew,S,England,,,0
"Desvernine, Mr. Louis Gabriel",male,20.0,restaurant staff,S,England,,,0
"Diaper, Mr. John Joseph",male,27.0,engineering crew,S,England,,,1
"Dickson, Mr. William",male,37.0,engineering crew,S,England,,,0
"Dilley, Mr. John",male,30.0,engineering crew,S,England,,,1
"Dillon, Mr. Thomas Patrick",male,34.0,engineering crew,S,England,,,1
"Dinenage, Mr. James Richard",male,49.0,victualling crew,S,England,,,0
"Dodd, Mr. Edward Charles",male,39.0,engineering crew,B,England,,,0
"Dodd, Mr. George Charles",male,44.0,victualling crew,B,England,,,0
"Dodds, Mr. Henry Watson",male,27.0,engineering crew,S,Guyana,,,0
"Doel, Mr. Frederick",male,22.0,engineering crew,S,England,,,1
"Dolby, Mr. Joseph",male,39.0,victualling crew,B,England,,,0
"Donati, Sig. Italo Francesco",male,17.0,restaurant staff,S,Italy,,,0
"Donoghue, Mr. Frank (?Thomas)",male,35.0,victualling crew,B,England,,,0
"Dore, Mr. Albert James",male,23.0,engineering crew,S,England,,,1
"Dornier, Mr. Louis Auguste",male,20.0,restaurant staff,S,England,,,0
"Doughty, Mr. Walter Thomas",male,22.0,victualling crew,S,England,,,0
"Doyle, Mr. Laurence",male,27.0,engineering crew,S,England,,,0
"Duffy, Mr. William Luke",male,36.0,engineering crew,B,Ireland,,,0
"Dunford, Mr. William",male,48.0,victualling crew,S,England,,,0
"Durnil, Mr. James",male,38.0,engineering crew,S,England,,,0
"Dyer, Mr. Henry Ryland",male,24.0,engineering crew,B,India,,,0
"Dyer, Mr. William Henry",male,33.0,victualling crew,S,England,,,0
"Dymond, Mr. Frank",male,41.0,engineering crew,S,England,,,1
"Eagle, Mr. Alfred James",male,22.0,engineering crew,S,England,,,0
"Eastman, Mr. Charles",male,44.0,engineering crew,S,England,,,0
"Edbrooke, Mr. Francis Samuel Jacob",male,23.0,victualling crew,S,England,,,0
"Ede, Mr. George Bulkeley",male,23.0,victualling crew,S,England,,,0
"Edge, Mr. Frederick William",male,39.0,victualling crew,S,England,,,0
"Edwards, Mr. Charles Essex",male,39.0,victualling crew,S,Wales,,,0
"Egg, Mr. William Henry",male,48.0,victualling crew,S,England,,,0
"Elliott, Mr. Everett Edward",male,23.0,engineering crew,S,England,,,0
"Ellis, Mr. John Bertie",male,29.0,victualling crew,S,England,,,1
"Ennis, Mr. Walter",male,34.0,victualling crew,S,England,,,0
"Ervine, Mr. Albert George",male,18.0,engineering crew,B,Northern Ireland,,,0
"Etches, Mr. Henry Samuel",male,43.0,victualling crew,B,England,,,1
"Evans, Mr. Alfred Frank",male,25.0,deck crew,S,England,,,1
"Evans, Mr. Frank Oliver",male,27.0,deck crew,S,England,,,1
"Evans, Mr. George Richard",male,27.0,victualling crew,B,England,,,0
"Evans, Mr. William Thomas",male,33.0,engineering crew,S,England,,,0
"Fairall, Mr. Henry Charles",male,38.0,victualling crew,B,England,,,0
"Farenden, Mr. Ernest John",male,22.0,victualling crew,B,England,,,0
"Farquharson, Mr. William Edward",male,39.0,engineering crew,B,England,,,0
"Faulkner, Mr. William Stephen",male,37.0,victualling crew,B,England,,,1
"Fay, Mr. Thomas Joseph",male,30.0,engineering crew,S,England,,,0
"Fellowes, Mr. Alfred James",male,29.0,victualling crew,B,England,,,0
"Feltham, Mr. George William",male,42.0,victualling crew,S,England,,,0
"Ferrary, Mr. Antonio",male,33.0,engineering crew,S,England,,,0
"Ferris, Mr. William",male,39.0,engineering crew,S,England,,,0
"Fey, Sig. Carlo",male,30.0,restaurant staff,S,England,,,0
"Finch, Mr. Henry Herman",male,19.0,victualling crew,S,England,,,0
"Fioravante, Sig. Giuseppe Bertoldo",male,23.0,restaurant staff,S,England,,,0
"Fitzpatrick, Mr. Cecil William",male,21.0,engineering crew,S,England,,,1
"Fitzpatrick, Mr. Hugh Joseph",male,29.0,engineering crew,B,England,,,0
"Flarty, Mr. Edward",male,52.0,engineering crew,S,England,,,1
"Fleet, Mr. Frederick",male,24.0,deck crew,B,England,,,1
"Fletcher, Mr. Percy William",male,26.0,victualling crew,B,England,,,0
"Foley, Mr. John",male,46.0,deck crew,B,Ireland,,,1
"Foley, Mr. Wilfred Cyril",male,22.0,victualling crew,S,Wales,,,1
"Ford, Mr. Ernest",male,33.0,victualling crew,S,England,,,0
"Ford, Mr. Francis",male,44.0,victualling crew,S,England,,,0
"Ford, Mr. H.",male,22.0,engineering crew,S,England,,,0
"Ford, Mr. Thomas",male,33.0,engineering crew,S,England,,,0
"Forward, Mr. James",male,27.0,deck crew,S,England,,,1
"Foster, Mr. Alfred Charles",male,37.0,engineering crew,B,England,,,0
"Fox, Mr. William Thomas",male,27.0,victualling crew,S,England,,,0
"Franklin, Mr. Alan Vincent",male,28.0,victualling crew,S,England,,,0
"Fraser, Mr. J.",male,30.0,engineering crew,S,England,,,0
"Fraser, Mr. James",male,30.0,engineering crew,B,Scotland,,,0
"Fredericks, Mr. Walter Francis",male,21.0,engineering crew,S,England,,,1
"Freeman, Mr. Ernest Edward Samuel",male,45.0,victualling crew,B,England,,,0
"Fryer, Mr. Albert Ernest",male,29.0,engineering crew,S,England,,,1
"Gatti, Sig. Gaspare Antonio Pietro",male,37.0,restaurant staff,S,England,,,0
"Geddes, Mr. Richard Charles",male,32.0,victualling crew,S,England,,,0
"Geer, Mr. Alfred Emest",male,26.0,engineering crew,S,England,,,0
"Gibbons, Mr. Jacob William",male,36.0,victualling crew,S,England,,,1
"Gilardino, Sig. Vincenzo Pio",male,31.0,restaurant staff,S,England,,,0
"Giles, Mr. John Robert",male,32.0,victualling crew,S,England,,,0
"Gill, Mr. Joseph Stanley",male,38.0,victualling crew,B,England,,,0
"Gill, Mr. Patrick",male,38.0,victualling crew,S,England,,,0
"Godley, Mr. George Auguste",male,61.0,engineering crew,S,England,,,1
"Godwin, Mr. Frederick Charles",male,36.0,engineering crew,S,England,,,0
"Golder, Mr. M. W.",male,32.0,engineering crew,S,England,,,0
"Gold, Mrs. Jane Kate Coulson",female,45.0,victualling crew,S,England,,,1
"Gollop, Mr. F.",male,28.0,victualling crew,S,England,,,0
"Gordon, Mr. J.",male,29.0,engineering crew,S,England,,,0
"Goree, Mr. Frank",male,41.0,engineering crew,S,England,,,0
"Goshawk, Mr. Alfred James",male,40.0,victualling crew,B,England,,,0
"Gosling, Mr. Bertram James",male,22.0,engineering crew,S,England,,,0
"Gosling, Mr. S.",male,26.0,engineering crew,S,England,,,0
"Gradidge, Mr. Ernest Edward",male,22.0,engineering crew,S,England,,,0
"Graham, Mr. Thomas Gibson",male,28.0,engineering crew,B,Northern Ireland,,,1
"Gregory, Mr. David",male,43.0,engineering crew,S,England,,,0
"Gregson, Miss. Mary",female,45.0,victualling crew,S,England,,,1
"Grosclaude, Mr. Gérald",male,24.0,restaurant staff,S,England,,,0
"Gumery, Mr. George",male,24.0,engineering crew,S,England,,,0
"Gunn, Mr. Joseph Alfred",male,30.0,victualling crew,S,England,,,0
"Guy, Mr. Elgar John",male,29.0,victualling crew,S,England,,,1
"Gwinn, Mr. William Logan",male,37.0,victualling crew,S,United States,,,0
"Haggan, Mr. John",male,35.0,engineering crew,B,Northern Ireland,,,1
"Haines, Mr. Albert",male,31.0,deck crew,B,England,,,1
"Halford, Mr. Walter Stamford",male,22.0,victualling crew,S,England,,,1
"Hallett, Mr. George Alexander",male,23.0,engineering crew,S,England,,,0
"Hall, Mr. Frank Alfred James",male,41.0,victualling crew,S,England,,,0
"Hall, Mr. J.",male,32.0,engineering crew,S,England,,,0
