InvoiceNo,InvoiceDate,CustomerID,Description,Category,Quantity,UnitPrice,Profile_Source_For_Mentor,TotalAmount
500166,2025-01-18,10026,Exam Guide,Books,2,429.2,Loyal,858.4
500448,2025-01-18,10067,Baby Diapers,Baby Care,1,520.79,Lost,520.79
500448,2025-01-18,10067,Baby Wipes,Baby Care,1,181.13,Lost,181.13
500448,2025-01-18,10067,Baby Lotion,Baby Care,1,269.58,Lost,269.58
501160,2025-01-18,10171,Tea Pack,Grocery,1,118.55,Champions,118.55
501160,2025-01-18,10171,Sugar,Grocery,1,59.13,Champions,59.13
501160,2025-01-18,10171,Milk,Grocery,2,39.27,Champions,78.54
501160,2025-01-18,10171,Coffee Powder,Grocery,1,165.26,Champions,165.26
501250,2025-01-18,10184,Coffee Powder,Grocery,1,189.95,Loyal,189.95
501250,2025-01-18,10184,Sugar,Grocery,1,57.21,Loyal,57.21
501250,2025-01-18,10184,Milk,Grocery,1,32.73,Loyal,32.73
501423,2025-01-18,10211,Coffee Powder,Grocery,1,174.78,At Risk,174.78
501423,2025-01-18,10211,Sugar,Grocery,1,52.89,At Risk,52.89
501423,2025-01-18,10211,Milk,Grocery,1,37.22,At Risk,37.22
501423,2025-01-18,10211,Bread,Grocery,1,48.59,At Risk,48.59
501555,2025-01-18,10227,Phone Case,Tech,1,297.71,Loyal,297.71
501555,2025-01-18,10227,Screen Guard,Tech,1,195.55,Loyal,195.55
501555,2025-01-18,10227,USB Cable,Tech,1,199.25,Loyal,199.25
501555,2025-01-18,10227,Phone Case,Tech,1,283.97,Loyal,283.97
501867,2025-01-18,10282,Baby Diapers,Baby Care,1,506.11,Loyal,506.11
501867,2025-01-18,10282,Baby Wipes,Baby Care,1,169.51,Loyal,169.51
501867,2025-01-18,10282,Baby Lotion,Baby Care,1,260.54,Loyal,260.54
502231,2025-01-18,10332,Lunch Box,Lifestyle,3,355.32,Champions,1065.96
502231,2025-01-18,10332,Water Bottle,Lifestyle,1,263.18,Champions,263.18
502349,2025-01-18,10347,Lunch Box,Lifestyle,1,340.36,Champions,340.36
502349,2025-01-18,10347,Water Bottle,Lifestyle,2,230.88,Champions,461.76
502349,2025-01-18,10347,Dumbbell Pair,Fitness,1,1089.01,Champions,1089.01
500136,2025-01-19,10021,Tea Pack,Grocery,2,117.58,Champions,235.16
500136,2025-01-19,10021,Sugar,Grocery,1,56.76,Champions,56.76
500136,2025-01-19,10021,Milk,Grocery,1,40.65,Champions,40.65
500136,2025-01-19,10021,Milk,Grocery,1,32.09,Champions,32.09
500420,2025-01-19,10062,Notebook,Stationery,2,60.91,Lost,121.82
500420,2025-01-19,10062,Pen Pack,Stationery,1,43.66,Lost,43.66
500420,2025-01-19,10062,Highlighter,Stationery,1,78.45,Lost,78.45
500640,2025-01-19,10092,Tea Pack,Grocery,1,112.93,Lost,112.93
500640,2025-01-19,10092,Sugar,Grocery,1,53.29,Lost,53.29
500640,2025-01-19,10092,Milk,Grocery,2,32.76,Lost,65.52
500765,2025-01-19,10111,Coffee Powder,Grocery,1,164.05,Champions,164.05
500765,2025-01-19,10111,Sugar,Grocery,1,56.02,Champions,56.02
500765,2025-01-19,10111,Milk,Grocery,2,36.24,Champions,72.48
500783,2025-01-19,10113,Novel,Books,1,243.11,Lost,243.11
500783,2025-01-19,10113,Exam Guide,Books,1,434.92,Lost,434.92
500843,2025-01-19,10126,Phone Case,Tech,2,309.56,Lost,619.12
500843,2025-01-19,10126,Screen Guard,Tech,1,174.21,Lost,174.21
500843,2025-01-19,10126,USB Cable,Tech,1,187.82,Lost,187.82
500845,2025-01-19,10127,Bread,Grocery,1,44.73,Lost,44.73
500845,2025-01-19,10127,Butter,Grocery,2,94.98,Lost,189.96
500845,2025-01-19,10127,Jam,Grocery,1,114.93,Lost,114.93
500845,2025-01-19,10127,Dog Food,Pet Care,1,753.57,Lost,753.57
501067,2025-01-19,10159,Lunch Box,Lifestyle,1,363.97,At Risk,363.97
501067,2025-01-19,10159,Water Bottle,Lifestyle,1,245.44,At Risk,245.44
501593,2025-01-19,10235,Yoga Mat,Fitness,2,576.07,At Risk,1152.14
501593,2025-01-19,10235,Protein Bar,Fitness,1,89.94,At Risk,89.94
501593,2025-01-19,10235,Water Bottle,Lifestyle,1,244.29,At Risk,244.29
501683,2025-01-19,10250,Lunch Box,Lifestyle,4,347.97,Loyal,1391.88
501683,2025-01-19,10250,Water Bottle,Lifestyle,2,271.69,Loyal,543.38
501683,2025-01-19,10250,Pen Pack,Stationery,1,38.62,Loyal,38.62
501984,2025-01-19,10298,Dog Food,Pet Care,1,714.76,At Risk,714.76
501984,2025-01-19,10298,Pet Shampoo,Pet Care,1,247.28,At Risk,247.28
502155,2025-01-19,10322,Notebook,Stationery,1,65.14,At Risk,65.14
502155,2025-01-19,10322,Pen Pack,Stationery,1,37.21,At Risk,37.21
502155,2025-01-19,10322,Highlighter,Stationery,2,68.74,At Risk,137.48
502155,2025-01-19,10322,Novel,Books,1,224.69,At Risk,224.69
502257,2025-01-19,10334,Novel,Books,4,243.32,Champions,973.28
502257,2025-01-19,10334,Exam Guide,Books,1,429.43,Champions,429.43
502257,2025-01-19,10334,Pet Shampoo,Pet Care,1,272.51,Champions,272.51
502282,2025-01-19,10337,Baby Diapers,Baby Care,1,587.48,At Risk,587.48
502282,2025-01-19,10337,Baby Wipes,Baby Care,1,196.43,At Risk,196.43
502282,2025-01-19,10337,Baby Lotion,Baby Care,3,268.97,At Risk,806.91
500178,2025-01-20,10028,Novel,Books,1,220.79,At Risk,220.79
500178,2025-01-20,10028,Exam Guide,Books,1,397.47,At Risk,397.47
500178,2025-01-20,10028,Bluetooth Earbuds,Tech,1,1570.38,At Risk,1570.38
500273,2025-01-20,10040,Lunch Box,Lifestyle,1,346.4,Champions,346.4
500273,2025-01-20,10040,Water Bottle,Lifestyle,1,231.57,Champions,231.57
500348,2025-01-20,10054,Lunch Box,Lifestyle,1,333.71,At Risk,333.71
500348,2025-01-20,10054,Water Bottle,Lifestyle,2,218.71,At Risk,437.42
500437,2025-01-20,10066,Baby Diapers,Baby Care,1,551.83,Champions,551.83
500437,2025-01-20,10066,Baby Wipes,Baby Care,1,184.7,Champions,184.7
500437,2025-01-20,10066,Baby Lotion,Baby Care,1,247.04,Champions,247.04
500654,2025-01-20,10098,Novel,Books,3,234.01,Champions,702.03
500654,2025-01-20,10098,Exam Guide,Books,3,444.01,Champions,1332.03
500654,2025-01-20,10098,Water Bottle,Lifestyle,1,258.85,Champions,258.85
500870,2025-01-20,10131,Bread,Grocery,1,44.91,Loyal,44.91
500870,2025-01-20,10131,Butter,Grocery,1,82.52,Loyal,82.52
500870,2025-01-20,10131,Jam,Grocery,2,115.17,Loyal,230.34
500970,2025-01-20,10145,Yoga Mat,Fitness,1,634.51,Champions,634.51
500970,2025-01-20,10145,Protein Bar,Fitness,1,92.84,Champions,92.84
500970,2025-01-20,10145,Water Bottle,Lifestyle,1,261.11,Champions,261.11
501026,2025-01-20,10152,Dog Food,Pet Care,1,806.34,Champions,806.34
501026,2025-01-20,10152,Pet Shampoo,Pet Care,1,279.49,Champions,279.49
501026,2025-01-20,10152,Tea Pack,Grocery,2,114.28,Champions,228.56
501316,2025-01-20,10196,Novel,Books,1,231.65,At Risk,231.65
501316,2025-01-20,10196,Exam Guide,Books,2,443.57,At Risk,887.14
501390,2025-01-20,10207,Phone Case,Tech,1,321.51,At Risk,321.51
501390,2025-01-20,10207,Screen Guard,Tech,1,217.31,At Risk,217.31
501390,2025-01-20,10207,USB Cable,Tech,1,166.5,At Risk,166.5
501594,2025-01-20,10235,Notebook,Stationery,2,66.26,At Risk,132.52
501594,2025-01-20,10235,Pen Pack,Stationery,3,40.21,At Risk,120.63
501594,2025-01-20,10235,Highlighter,Stationery,2,76.43,At Risk,152.86
501594,2025-01-20,10235,Dumbbell Pair,Fitness,1,1196.83,At Risk,1196.83
501693,2025-01-20,10251,Coffee Powder,Grocery,2,190.05,Loyal,380.1
501693,2025-01-20,10251,Sugar,Grocery,1,54.33,Loyal,54.33
501693,2025-01-20,10251,Milk,Grocery,1,36.43,Loyal,36.43
502057,2025-01-20,10310,Yoga Mat,Fitness,2,687.29,New,1374.58
502057,2025-01-20,10310,Protein Bar,Fitness,2,92.78,New,185.56
502057,2025-01-20,10310,Water Bottle,Lifestyle,1,255.54,New,255.54
500410,2025-01-21,10061,Dog Food,Pet Care,1,800.23,Loyal,800.23
500410,2025-01-21,10061,Pet Shampoo,Pet Care,1,280.61,Loyal,280.61
500551,2025-01-21,10080,Phone Case,Tech,2,315.06,Lost,630.12
500551,2025-01-21,10080,Screen Guard,Tech,1,177.86,Lost,177.86
500551,2025-01-21,10080,USB Cable,Tech,1,183.18,Lost,183.18
500871,2025-01-21,10131,Novel,Books,2,228.49,Loyal,456.98
500871,2025-01-21,10131,Exam Guide,Books,1,411.67,Loyal,411.67
500871,2025-01-21,10131,Water Bottle,Lifestyle,1,258.68,Loyal,258.68
501048,2025-01-21,10156,Bread,Grocery,1,47.39,At Risk,47.39
501048,2025-01-21,10156,Butter,Grocery,4,94.18,At Risk,376.72
501048,2025-01-21,10156,Jam,Grocery,1,106.93,At Risk,106.93
501497,2025-01-21,10219,Notebook,Stationery,1,58.1,Lost,58.1
501497,2025-01-21,10219,Pen Pack,Stationery,1,37.27,Lost,37.27
501497,2025-01-21,10219,Highlighter,Stationery,1,77.94,Lost,77.94
501657,2025-01-21,10244,Notebook,Stationery,1,59.66,Champions,59.66
501657,2025-01-21,10244,Pen Pack,Stationery,1,41.8,Champions,41.8
501657,2025-01-21,10244,Highlighter,Stationery,2,71.73,Champions,143.46
501856,2025-01-21,10279,Bread,Grocery,1,39.63,Lost,39.63
501856,2025-01-21,10279,Butter,Grocery,1,91.85,Lost,91.85
501856,2025-01-21,10279,Jam,Grocery,1,111.55,Lost,111.55
501856,2025-01-21,10279,Pen Pack,Stationery,1,39.54,Lost,39.54
502018,2025-01-21,10301,Coffee Powder,Grocery,3,173.37,New,520.11
502018,2025-01-21,10301,Sugar,Grocery,1,62.8,New,62.8
502018,2025-01-21,10301,Milk,Grocery,1,37.45,New,37.45
502279,2025-01-21,10336,Baby Diapers,Baby Care,1,522.59,Lost,522.59
502279,2025-01-21,10336,Baby Wipes,Baby Care,1,180.86,Lost,180.86
502279,2025-01-21,10336,Baby Lotion,Baby Care,1,250.0,Lost,250.0
500011,2025-01-22,10002,Tea Pack,Grocery,2,114.28,At Risk,228.56
500011,2025-01-22,10002,Sugar,Grocery,1,60.35,At Risk,60.35
500011,2025-01-22,10002,Milk,Grocery,1,32.81,At Risk,32.81
500467,2025-01-22,10069,Notebook,Stationery,1,57.1,High Value Rare,57.1
500467,2025-01-22,10069,Pen Pack,Stationery,1,40.55,High Value Rare,40.55
500467,2025-01-22,10069,Highlighter,Stationery,1,70.36,High Value Rare,70.36
500794,2025-01-22,10115,Novel,Books,1,277.12,Lost,277.12
500794,2025-01-22,10115,Exam Guide,Books,1,393.16,Lost,393.16
501324,2025-01-22,10199,Lunch Box,Lifestyle,2,362.89,Lost,725.78
501324,2025-01-22,10199,Water Bottle,Lifestyle,1,243.01,Lost,243.01
501324,2025-01-22,10199,Baby Lotion,Baby Care,3,238.45,Lost,715.35
501424,2025-01-22,10211,Yoga Mat,Fitness,1,666.63,At Risk,666.63
501424,2025-01-22,10211,Protein Bar,Fitness,2,88.73,At Risk,177.46
501424,2025-01-22,10211,Water Bottle,Lifestyle,1,253.88,At Risk,253.88
501424,2025-01-22,10211,Exam Guide,Books,1,440.29,At Risk,440.29
501719,2025-01-22,10255,Novel,Books,4,269.97,New,1079.88
501719,2025-01-22,10255,Exam Guide,Books,2,410.58,New,821.16
501758,2025-01-22,10261,Phone Case,Tech,1,316.52,High Value Rare,316.52
501758,2025-01-22,10261,Screen Guard,Tech,1,191.99,High Value Rare,191.99
501758,2025-01-22,10261,USB Cable,Tech,1,177.91,High Value Rare,177.91
502019,2025-01-22,10301,Yoga Mat,Fitness,1,574.16,New,574.16
502019,2025-01-22,10301,Protein Bar,Fitness,1,88.16,New,88.16
502019,2025-01-22,10301,Water Bottle,Lifestyle,1,260.52,New,260.52
502045,2025-01-22,10308,Lunch Box,Lifestyle,1,359.59,Lost,359.59
502045,2025-01-22,10308,Water Bottle,Lifestyle,1,255.39,Lost,255.39
502045,2025-01-22,10308,Dumbbell Pair,Fitness,1,1170.01,Lost,1170.01
500015,2025-01-23,10003,Dog Food,Pet Care,1,694.32,At Risk,694.32
500015,2025-01-23,10003,Pet Shampoo,Pet Care,4,309.41,At Risk,1237.64
500060,2025-01-23,10007,Tea Pack,Grocery,1,119.88,Lost,119.88
500060,2025-01-23,10007,Sugar,Grocery,1,54.19,Lost,54.19
500060,2025-01-23,10007,Milk,Grocery,1,33.23,Lost,33.23
500644,2025-01-23,10094,Dog Food,Pet Care,1,788.9,Lost,788.9
500644,2025-01-23,10094,Pet Shampoo,Pet Care,1,275.79,Lost,275.79
500695,2025-01-23,10101,Phone Case,Tech,1,280.8,At Risk,280.8
500695,2025-01-23,10101,Screen Guard,Tech,1,189.29,At Risk,189.29
500695,2025-01-23,10101,USB Cable,Tech,2,174.71,At Risk,349.42
500695,2025-01-23,10101,Tea Pack,Grocery,1,114.89,At Risk,114.89
501706,2025-01-23,10253,Yoga Mat,Fitness,1,638.12,Loyal,638.12
501706,2025-01-23,10253,Protein Bar,Fitness,1,98.56,Loyal,98.56
501706,2025-01-23,10253,Water Bottle,Lifestyle,1,238.98,Loyal,238.98
501711,2025-01-23,10254,Tea Pack,Grocery,1,136.52,Champions,136.52
501711,2025-01-23,10254,Sugar,Grocery,1,53.63,Champions,53.63
501711,2025-01-23,10254,Milk,Grocery,1,33.18,Champions,33.18
501711,2025-01-23,10254,Bluetooth Earbuds,Tech,1,1393.72,Champions,1393.72
501832,2025-01-23,10275,Lunch Box,Lifestyle,1,352.2,New,352.2
501832,2025-01-23,10275,Water Bottle,Lifestyle,1,245.98,New,245.98
501858,2025-01-23,10280,Baby Diapers,Baby Care,2,559.04,Lost,1118.08
501858,2025-01-23,10280,Baby Wipes,Baby Care,2,170.63,Lost,341.26
501858,2025-01-23,10280,Baby Lotion,Baby Care,1,237.59,Lost,237.59
501916,2025-01-23,10289,Phone Case,Tech,4,296.93,At Risk,1187.72
501916,2025-01-23,10289,Screen Guard,Tech,1,197.53,At Risk,197.53
501916,2025-01-23,10289,USB Cable,Tech,2,165.53,At Risk,331.06
501956,2025-01-23,10294,Lunch Box,Lifestyle,1,322.39,Champions,322.39
501956,2025-01-23,10294,Water Bottle,Lifestyle,1,230.81,Champions,230.81
501994,2025-01-23,10299,Coffee Powder,Grocery,1,182.33,Champions,182.33
501994,2025-01-23,10299,Sugar,Grocery,4,56.9,Champions,227.6
501994,2025-01-23,10299,Milk,Grocery,1,31.64,Champions,31.64
502280,2025-01-23,10336,Notebook,Stationery,1,54.99,Lost,54.99
502280,2025-01-23,10336,Pen Pack,Stationery,2,40.32,Lost,80.64
502280,2025-01-23,10336,Highlighter,Stationery,2,80.54,Lost,161.08
502313,2025-01-23,10342,Coffee Powder,Grocery,1,186.83,Champions,186.83
502313,2025-01-23,10342,Sugar,Grocery,2,56.17,Champions,112.34
502313,2025-01-23,10342,Milk,Grocery,1,38.81,Champions,38.81
502313,2025-01-23,10342,Highlighter,Stationery,2,75.92,Champions,151.84
500167,2025-01-24,10026,Phone Case,Tech,1,335.16,Loyal,335.16
500167,2025-01-24,10026,Screen Guard,Tech,2,196.9,Loyal,393.8
500167,2025-01-24,10026,USB Cable,Tech,2,182.12,Loyal,364.24
500167,2025-01-24,10026,Baby Lotion,Baby Care,2,269.0,Loyal,538.0
500182,2025-01-24,10029,Phone Case,Tech,1,325.92,Champions,325.92
500182,2025-01-24,10029,Screen Guard,Tech,1,191.85,Champions,191.85
500182,2025-01-24,10029,USB Cable,Tech,1,191.97,Champions,191.97
500354,2025-01-24,10055,Dog Food,Pet Care,2,771.84,High Value Rare,1543.68
500354,2025-01-24,10055,Pet Shampoo,Pet Care,1,248.34,High Value Rare,248.34
500471,2025-01-24,10071,Tea Pack,Grocery,3,121.7,Loyal,365.1
500471,2025-01-24,10071,Sugar,Grocery,1,49.82,Loyal,49.82
500471,2025-01-24,10071,Milk,Grocery,1,37.05,Loyal,37.05
500573,2025-01-24,10083,Phone Case,Tech,1,299.05,Champions,299.05
500573,2025-01-24,10083,Screen Guard,Tech,4,209.72,Champions,838.88
500573,2025-01-24,10083,USB Cable,Tech,1,164.59,Champions,164.59
500631,2025-01-24,10091,Tea Pack,Grocery,1,122.64,At Risk,122.64
500631,2025-01-24,10091,Sugar,Grocery,2,55.92,At Risk,111.84
500631,2025-01-24,10091,Milk,Grocery,2,36.53,At Risk,73.06
500846,2025-01-24,10127,Dog Food,Pet Care,1,803.58,Lost,803.58
500846,2025-01-24,10127,Pet Shampoo,Pet Care,2,268.64,Lost,537.28
500063,2025-01-25,10008,Coffee Powder,Grocery,2,167.03,At Risk,334.06
500063,2025-01-25,10008,Sugar,Grocery,1,52.71,At Risk,52.71
500063,2025-01-25,10008,Milk,Grocery,2,35.96,At Risk,71.92
500375,2025-01-25,10058,Notebook,Stationery,2,58.63,Champions,117.26
500375,2025-01-25,10058,Pen Pack,Stationery,1,34.56,Champions,34.56
500375,2025-01-25,10058,Highlighter,Stationery,2,63.0,Champions,126.0
500810,2025-01-25,10120,Dog Food,Pet Care,1,735.36,Lost,735.36
500810,2025-01-25,10120,Pet Shampoo,Pet Care,1,240.27,Lost,240.27
501084,2025-01-25,10161,Lunch Box,Lifestyle,2,350.13,At Risk,700.26
501084,2025-01-25,10161,Water Bottle,Lifestyle,2,223.99,At Risk,447.98
501277,2025-01-25,10190,Notebook,Stationery,1,59.82,Champions,59.82
501277,2025-01-25,10190,Pen Pack,Stationery,1,43.27,Champions,43.27
501277,2025-01-25,10190,Highlighter,Stationery,1,73.75,Champions,73.75
501277,2025-01-25,10190,Yoga Mat,Fitness,1,641.11,Champions,641.11
501348,2025-01-25,10202,Yoga Mat,Fitness,1,648.59,Champions,648.59
501348,2025-01-25,10202,Protein Bar,Fitness,1,88.69,Champions,88.69
501348,2025-01-25,10202,Water Bottle,Lifestyle,1,238.68,Champions,238.68
501442,2025-01-25,10213,Dog Food,Pet Care,2,805.82,Loyal,1611.64
501442,2025-01-25,10213,Pet Shampoo,Pet Care,1,249.79,Loyal,249.79
501582,2025-01-25,10234,Bread,Grocery,2,40.25,Loyal,80.5
501582,2025-01-25,10234,Butter,Grocery,1,99.1,Loyal,99.1
501582,2025-01-25,10234,Jam,Grocery,2,113.8,Loyal,227.6
501582,2025-01-25,10234,Bluetooth Earbuds,Tech,2,1423.93,Loyal,2847.86
501834,2025-01-25,10276,Bread,Grocery,2,43.89,Lost,87.78
501834,2025-01-25,10276,Butter,Grocery,1,90.68,Lost,90.68
501834,2025-01-25,10276,Jam,Grocery,1,121.29,Lost,121.29
501834,2025-01-25,10276,Lunch Box,Lifestyle,2,355.92,Lost,711.84
500130,2025-01-26,10020,Dog Food,Pet Care,1,759.86,At Risk,759.86
500130,2025-01-26,10020,Pet Shampoo,Pet Care,2,236.85,At Risk,473.7
500130,2025-01-26,10020,Dumbbell Pair,Fitness,1,1184.99,At Risk,1184.99
500376,2025-01-26,10058,Phone Case,Tech,1,297.47,Champions,297.47
500376,2025-01-26,10058,Screen Guard,Tech,1,207.91,Champions,207.91
500376,2025-01-26,10058,USB Cable,Tech,1,197.59,Champions,197.59
500376,2025-01-26,10058,Bread,Grocery,1,43.12,Champions,43.12
500493,2025-01-26,10074,Baby Diapers,Baby Care,1,522.69,At Risk,522.69
500493,2025-01-26,10074,Baby Wipes,Baby Care,1,173.91,At Risk,173.91
500493,2025-01-26,10074,Baby Lotion,Baby Care,1,237.03,At Risk,237.03
500493,2025-01-26,10074,Lunch Box,Lifestyle,1,348.01,At Risk,348.01
500511,2025-01-26,10076,Phone Case,Tech,1,322.59,Lost,322.59
500511,2025-01-26,10076,Screen Guard,Tech,1,186.91,Lost,186.91
500511,2025-01-26,10076,USB Cable,Tech,2,198.91,Lost,397.82
500734,2025-01-26,10108,Dog Food,Pet Care,1,727.41,Loyal,727.41
500734,2025-01-26,10108,Pet Shampoo,Pet Care,1,300.04,Loyal,300.04
501043,2025-01-26,10155,Bread,Grocery,1,44.12,Loyal,44.12
501043,2025-01-26,10155,Butter,Grocery,2,101.3,Loyal,202.6
501043,2025-01-26,10155,Jam,Grocery,1,115.51,Loyal,115.51
501043,2025-01-26,10155,Dumbbell Pair,Fitness,1,1206.84,Loyal,1206.84
501118,2025-01-26,10166,Phone Case,Tech,1,302.66,Loyal,302.66
501118,2025-01-26,10166,Screen Guard,Tech,2,195.5,Loyal,391.0
501118,2025-01-26,10166,USB Cable,Tech,2,199.77,Loyal,399.54
501216,2025-01-26,10178,Coffee Powder,Grocery,1,180.04,High Value Rare,180.04
501216,2025-01-26,10178,Sugar,Grocery,1,52.17,High Value Rare,52.17
501216,2025-01-26,10178,Milk,Grocery,2,37.3,High Value Rare,74.6
501333,2025-01-26,10201,Baby Diapers,Baby Care,1,551.92,Champions,551.92
501333,2025-01-26,10201,Baby Wipes,Baby Care,3,183.67,Champions,551.01
501333,2025-01-26,10201,Baby Lotion,Baby Care,1,249.95,Champions,249.95
501367,2025-01-26,10205,Bread,Grocery,2,44.92,Champions,89.84
501367,2025-01-26,10205,Butter,Grocery,1,91.75,Champions,91.75
501367,2025-01-26,10205,Jam,Grocery,1,98.26,Champions,98.26
502384,2025-01-26,10094,Dumbbell Pair,Fitness,20,1113.03,Synthetic anomaly,22260.6
500006,2025-01-27,10001,Phone Case,Tech,2,292.68,High Value Rare,585.36
500006,2025-01-27,10001,Screen Guard,Tech,2,193.92,High Value Rare,387.84
500006,2025-01-27,10001,USB Cable,Tech,1,175.61,High Value Rare,175.61
500201,2025-01-27,10031,Phone Case,Tech,1,300.94,Champions,300.94
500201,2025-01-27,10031,Screen Guard,Tech,2,188.17,Champions,376.34
500201,2025-01-27,10031,USB Cable,Tech,2,168.92,Champions,337.84
500422,2025-01-27,10063,Phone Case,Tech,1,323.69,Loyal,323.69
500422,2025-01-27,10063,Screen Guard,Tech,1,186.05,Loyal,186.05
500422,2025-01-27,10063,USB Cable,Tech,1,172.75,Loyal,172.75
500468,2025-01-27,10069,Baby Diapers,Baby Care,1,528.61,High Value Rare,528.61
500468,2025-01-27,10069,Baby Wipes,Baby Care,1,181.96,High Value Rare,181.96
500468,2025-01-27,10069,Baby Lotion,Baby Care,1,260.93,High Value Rare,260.93
500501,2025-01-27,10075,Lunch Box,Lifestyle,1,340.43,At Risk,340.43
500501,2025-01-27,10075,Water Bottle,Lifestyle,2,254.98,At Risk,509.96
500619,2025-01-27,10090,Coffee Powder,Grocery,2,159.65,Champions,319.3
500619,2025-01-27,10090,Sugar,Grocery,1,58.29,Champions,58.29
500619,2025-01-27,10090,Milk,Grocery,1,33.67,Champions,33.67
501053,2025-01-27,10157,Novel,Books,1,228.08,Lost,228.08
501053,2025-01-27,10157,Exam Guide,Books,1,401.31,Lost,401.31
501053,2025-01-27,10157,Jam,Grocery,3,112.6,Lost,337.8
501292,2025-01-27,10191,Dog Food,Pet Care,1,785.46,Lost,785.46
501292,2025-01-27,10191,Pet Shampoo,Pet Care,1,249.42,Lost,249.42
501765,2025-01-27,10262,Bread,Grocery,1,45.27,Champions,45.27
501765,2025-01-27,10262,Butter,Grocery,2,87.72,Champions,175.44
501765,2025-01-27,10262,Jam,Grocery,2,109.65,Champions,219.3
501837,2025-01-27,10277,Phone Case,Tech,1,290.82,At Risk,290.82
501837,2025-01-27,10277,Screen Guard,Tech,1,207.61,At Risk,207.61
501837,2025-01-27,10277,USB Cable,Tech,1,177.37,At Risk,177.37
502258,2025-01-27,10334,Phone Case,Tech,1,280.43,Champions,280.43
502258,2025-01-27,10334,Screen Guard,Tech,1,166.66,Champions,166.66
502258,2025-01-27,10334,USB Cable,Tech,1,171.36,Champions,171.36
502332,2025-01-27,10345,Notebook,Stationery,1,57.36,At Risk,57.36
502332,2025-01-27,10345,Pen Pack,Stationery,1,40.39,At Risk,40.39
502332,2025-01-27,10345,Highlighter,Stationery,1,73.38,At Risk,73.38
500244,2025-01-28,10037,Yoga Mat,Fitness,1,634.94,Champions,634.94
500244,2025-01-28,10037,Protein Bar,Fitness,1,95.48,Champions,95.48
500244,2025-01-28,10037,Water Bottle,Lifestyle,1,252.9,Champions,252.9
501217,2025-01-28,10178,Baby Diapers,Baby Care,1,573.08,High Value Rare,573.08
501217,2025-01-28,10178,Baby Wipes,Baby Care,1,190.03,High Value Rare,190.03
501217,2025-01-28,10178,Baby Lotion,Baby Care,1,216.79,High Value Rare,216.79
501227,2025-01-28,10180,Lunch Box,Lifestyle,2,358.73,Loyal,717.46
501227,2025-01-28,10180,Water Bottle,Lifestyle,1,229.38,Loyal,229.38
501251,2025-01-28,10184,Notebook,Stationery,1,57.03,Loyal,57.03
501251,2025-01-28,10184,Pen Pack,Stationery,1,40.81,Loyal,40.81
501251,2025-01-28,10184,Highlighter,Stationery,1,76.19,Loyal,76.19
502371,2025-01-28,10349,Coffee Powder,Grocery,4,176.14,At Risk,704.56
502371,2025-01-28,10349,Sugar,Grocery,2,55.95,At Risk,111.9
502371,2025-01-28,10349,Milk,Grocery,1,37.95,At Risk,37.95
500345,2025-01-29,10053,Baby Diapers,Baby Care,2,543.63,Lost,1087.26
500345,2025-01-29,10053,Baby Wipes,Baby Care,3,158.63,Lost,475.89
500345,2025-01-29,10053,Baby Lotion,Baby Care,1,249.2,Lost,249.2
500451,2025-01-29,10068,Bread,Grocery,1,41.5,Champions,41.5
500451,2025-01-29,10068,Butter,Grocery,1,91.39,Champions,91.39
500451,2025-01-29,10068,Jam,Grocery,1,116.97,Champions,116.97
500534,2025-01-29,10079,Phone Case,Tech,2,281.05,Champions,562.1
500534,2025-01-29,10079,Screen Guard,Tech,1,184.63,Champions,184.63
500534,2025-01-29,10079,USB Cable,Tech,1,182.52,Champions,182.52
